,合约系列,隐含波动率(%),date
85,c1905,12.57,2019-02-27
86,c1907,10.27,2019-02-27
87,c1909,11.69,2019-02-27
88,c1911,10.06,2019-02-27
89,c2001,5.52,2019-02-27
90,c1905,12.64,2019-02-28
91,c1907,11.84,2019-02-28
92,c1909,11.83,2019-02-28
93,c1911,9.82,2019-02-28
94,c2001,10.27,2019-02-28
95,c1905,12.95,2019-03-01
96,c1907,10.78,2019-03-01
97,c1909,12.14,2019-03-01
98,c1911,12.14,2019-03-01
99,c2001,12.14,2019-03-01
100,c1905,14.18,2019-03-04
101,c1907,11.15,2019-03-04
102,c1909,11.91,2019-03-04
103,c1911,9.7,2019-03-04
104,c2001,10.16,2019-03-04
105,c1905,13.12,2019-03-05
106,c1907,11.2,2019-03-05
107,c1909,11.96,2019-03-05
108,c1911,11.96,2019-03-05
109,c2001,11.68,2019-03-05
110,c1905,13.23,2019-03-06
111,c1907,10.49,2019-03-06
112,c1909,12.06,2019-03-06
113,c1911,10.07,2019-03-06
114,c2001,10.74,2019-03-06
115,c1905,13.97,2019-03-07
116,c1907,10.87,2019-03-07
117,c1909,12.23,2019-03-07
118,c1911,10.15,2019-03-07
119,c2001,10.12,2019-03-07
120,c1905,13.47,2019-03-08
121,c1907,11.62,2019-03-08
122,c1909,12.36,2019-03-08
123,c1911,10.51,2019-03-08
124,c2001,9.92,2019-03-08
125,c1905,14.13,2019-03-11
126,c1907,11.47,2019-03-11
127,c1909,12.38,2019-03-11
128,c1911,9.77,2019-03-11
129,c2001,9.8,2019-03-11
130,c1905,13.82,2019-03-12
131,c1907,11.88,2019-03-12
132,c1909,12.27,2019-03-12
133,c1911,12.27,2019-03-12
134,c2001,10.69,2019-03-12
135,c1905,13.58,2019-03-13
136,c1907,10.16,2019-03-13
137,c1909,12.38,2019-03-13
138,c1911,12.38,2019-03-13
139,c2001,12.38,2019-03-13
140,c1905,13.15,2019-03-14
141,c1907,11.09,2019-03-14
142,c1909,12.43,2019-03-14
143,c1911,9.9,2019-03-14
144,c2001,10.12,2019-03-14
145,c1905,13.53,2019-03-15
146,c1907,11.31,2019-03-15
147,c1909,12.69,2019-03-15
148,c1911,12.69,2019-03-15
149,c2001,10.57,2019-03-15
150,c1905,13.55,2019-03-18
151,c1907,12.21,2019-03-18
152,c1909,12.53,2019-03-18
153,c1911,10.3,2019-03-18
154,c2001,9.86,2019-03-18
155,c1905,13.28,2019-03-19
156,c1907,11.81,2019-03-19
157,c1909,12.32,2019-03-19
158,c1911,10.21,2019-03-19
159,c2001,9.94,2019-03-19
160,c2003,10.05,2019-03-19
161,c1905,11.99,2019-03-20
162,c1907,11.22,2019-03-20
163,c1909,12.26,2019-03-20
164,c1911,10.04,2019-03-20
165,c2001,9.99,2019-03-20
166,c2003,9.75,2019-03-20
167,c1905,11.15,2019-03-21
168,c1907,11.08,2019-03-21
169,c1909,12.12,2019-03-21
170,c1911,10.04,2019-03-21
171,c2001,10.06,2019-03-21
172,c2003,10.02,2019-03-21
173,c1905,10.75,2019-03-22
174,c1907,11.22,2019-03-22
175,c1909,12.07,2019-03-22
176,c1911,10.04,2019-03-22
177,c2001,9.89,2019-03-22
178,c2003,9.94,2019-03-22
179,c1905,11.04,2019-03-25
180,c1907,10.99,2019-03-25
181,c1909,12.01,2019-03-25
182,c1911,9.98,2019-03-25
183,c2001,10.26,2019-03-25
184,c2003,9.9,2019-03-25
185,c1905,10.89,2019-03-26
186,c1907,10.62,2019-03-26
187,c1909,11.96,2019-03-26
188,c1911,9.86,2019-03-26
189,c2001,9.76,2019-03-26
190,c2003,9.67,2019-03-26
191,c1905,10.6,2019-03-27
192,c1907,10.57,2019-03-27
193,c1909,11.81,2019-03-27
194,c1911,9.3,2019-03-27
195,c2001,9.78,2019-03-27
196,c2003,8.98,2019-03-27
197,c1905,9.83,2019-03-28
198,c1907,10.33,2019-03-28
199,c1909,11.52,2019-03-28
200,c1911,9.58,2019-03-28
201,c2001,9.96,2019-03-28
202,c2003,9.03,2019-03-28
203,c1905,10.11,2019-03-29
204,c1907,10.36,2019-03-29
205,c1909,10.94,2019-03-29
206,c1911,9.62,2019-03-29
207,c2001,9.81,2019-03-29
208,c2003,9.04,2019-03-29
209,c1905,10.16,2019-04-01
210,c1907,10.43,2019-04-01
211,c1909,11.11,2019-04-01
212,c1911,9.65,2019-04-01
213,c2001,9.56,2019-04-01
214,c2003,9.45,2019-04-01
215,c1905,10.34,2019-04-02
216,c1907,10.14,2019-04-02
217,c1909,11.34,2019-04-02
218,c1911,9.62,2019-04-02
219,c2001,9.41,2019-04-02
220,c2003,9.42,2019-04-02
221,c1905,8.68,2019-04-03
222,c1907,9.57,2019-04-03
223,c1909,11.09,2019-04-03
224,c1911,10.08,2019-04-03
225,c2001,10.08,2019-04-03
226,c2003,10.08,2019-04-03
227,c1905,7.42,2019-04-04
228,c1907,9.29,2019-04-04
229,c1909,10.24,2019-04-04
230,c1911,9.17,2019-04-04
231,c2001,9.42,2019-04-04
232,c2003,9.35,2019-04-04
233,c1905,9.44,2019-04-08
234,c1907,9.44,2019-04-08
235,c1909,9.39,2019-04-08
236,c1911,9.77,2019-04-08
237,c2001,9.42,2019-04-08
238,c2003,9.31,2019-04-08
239,c1907,9.25,2019-04-09
240,c1909,9.2,2019-04-09
241,c1911,9.74,2019-04-09
242,c2001,9.16,2019-04-09
243,c2003,9.95,2019-04-09
244,c1907,8.99,2019-04-10
245,c1909,9.15,2019-04-10
246,c1911,9.15,2019-04-10
247,c2001,9.51,2019-04-10
248,c2003,9.37,2019-04-10
249,c1907,9.45,2019-04-11
250,c1909,9.34,2019-04-11
251,c1911,9.36,2019-04-11
252,c2001,9.7,2019-04-11
253,c2003,9.12,2019-04-11
254,c1907,9.45,2019-04-12
255,c1909,9.6,2019-04-12
256,c1911,9.39,2019-04-12
257,c2001,9.37,2019-04-12
258,c2003,9.35,2019-04-12
259,c1907,10.62,2019-04-15
260,c1909,10.58,2019-04-15
261,c1911,10.3,2019-04-15
262,c2001,9.86,2019-04-15
263,c2003,10.04,2019-04-15
264,c1907,10.15,2019-04-16
265,c1909,10.66,2019-04-16
266,c1911,9.74,2019-04-16
267,c2001,10.07,2019-04-16
268,c2003,9.71,2019-04-16
269,c1907,10.22,2019-04-17
270,c1909,10.65,2019-04-17
271,c1911,9.72,2019-04-17
272,c2001,9.88,2019-04-17
273,c2003,9.65,2019-04-17
274,c1907,10.12,2019-04-18
275,c1909,10.16,2019-04-18
276,c1911,9.8,2019-04-18
277,c2001,9.94,2019-04-18
278,c2003,9.76,2019-04-18
279,c1907,10.07,2019-04-19
280,c1909,10.19,2019-04-19
281,c1911,10.19,2019-04-19
282,c2001,9.92,2019-04-19
283,c2003,9.55,2019-04-19
284,c1907,10.43,2019-04-22
285,c1909,10.05,2019-04-22
286,c1911,9.73,2019-04-22
287,c2001,9.73,2019-04-22
288,c2003,9.82,2019-04-22
289,c1907,10.09,2019-04-23
290,c1909,9.21,2019-04-23
291,c1911,9.78,2019-04-23
292,c2001,9.58,2019-04-23
293,c2003,9.52,2019-04-23
294,c1907,11.03,2019-04-24
295,c1909,9.42,2019-04-24
296,c1911,9.65,2019-04-24
297,c2001,9.65,2019-04-24
298,c2003,9.65,2019-04-24
299,c1907,10.02,2019-04-25
300,c1909,9.22,2019-04-25
301,c1911,8.97,2019-04-25
302,c2001,9.63,2019-04-25
303,c2003,9.91,2019-04-25
304,c1907,9.73,2019-04-26
305,c1909,9.32,2019-04-26
306,c1911,9.22,2019-04-26
307,c2001,9.37,2019-04-26
308,c2003,9.24,2019-04-26
309,c1907,10.16,2019-04-29
310,c1909,9.61,2019-04-29
311,c1911,9.45,2019-04-29
312,c2001,9.47,2019-04-29
313,c2003,9.26,2019-04-29
314,c1907,9.59,2019-04-30
315,c1909,9.18,2019-04-30
316,c1911,9.6,2019-04-30
317,c2001,9.46,2019-04-30
318,c2003,9.54,2019-04-30
319,c1907,10.27,2019-05-06
320,c1909,9.62,2019-05-06
321,c1911,9.11,2019-05-06
322,c2001,9.39,2019-05-06
323,c2003,9.06,2019-05-06
324,c1907,10.3,2019-05-07
325,c1909,9.34,2019-05-07
326,c1911,8.17,2019-05-07
327,c2001,9.44,2019-05-07
328,c2003,9.44,2019-05-07
329,c1907,9.57,2019-05-08
330,c1909,9.17,2019-05-08
331,c1911,9.17,2019-05-08
332,c2001,9.5,2019-05-08
333,c2003,9.5,2019-05-08
334,c1907,8.85,2019-05-09
335,c1909,8.91,2019-05-09
336,c1911,9.19,2019-05-09
337,c2001,9.42,2019-05-09
338,c2003,9.06,2019-05-09
339,c1907,8.53,2019-05-10
340,c1909,8.9,2019-05-10
341,c1911,9.15,2019-05-10
342,c2001,9.41,2019-05-10
343,c2003,9.06,2019-05-10
344,c1907,9.06,2019-05-13
345,c1909,8.5,2019-05-13
346,c1911,9.28,2019-05-13
347,c2001,9.33,2019-05-13
348,c2003,8.78,2019-05-13
349,c1907,9.22,2019-05-14
350,c1909,8.92,2019-05-14
351,c1911,9.2,2019-05-14
352,c2001,9.38,2019-05-14
353,c2003,9.07,2019-05-14
354,c1907,9.84,2019-05-15
355,c1909,9.23,2019-05-15
356,c1911,8.92,2019-05-15
357,c2001,9.57,2019-05-15
358,c2003,8.56,2019-05-15
359,c1907,8.83,2019-05-16
360,c1909,9.22,2019-05-16
361,c1911,9.08,2019-05-16
362,c2001,9.89,2019-05-16
363,c2003,9.22,2019-05-16
364,c1907,10.01,2019-05-17
365,c1909,10.42,2019-05-17
366,c1911,10.75,2019-05-17
367,c2001,9.95,2019-05-17
368,c2003,8.94,2019-05-17
369,c1907,12.49,2019-05-20
370,c1909,12.58,2019-05-20
371,c1911,10.77,2019-05-20
372,c2001,11.3,2019-05-20
373,c2003,9.67,2019-05-20
374,c1907,12.64,2019-05-21
375,c1909,11.69,2019-05-21
376,c1911,11.04,2019-05-21
377,c2001,11.47,2019-05-21
378,c2003,9.99,2019-05-21
379,c2005,9.33,2019-05-21
380,c1907,11.98,2019-05-22
381,c1909,11.93,2019-05-22
382,c1911,10.9,2019-05-22
383,c2001,10.94,2019-05-22
384,c2003,9.65,2019-05-22
385,c2005,9.65,2019-05-22
386,c1907,11.95,2019-05-23
387,c1909,10.85,2019-05-23
388,c1911,10.5,2019-05-23
389,c2001,11.04,2019-05-23
390,c2003,9.77,2019-05-23
391,c2005,9.65,2019-05-23
392,c1907,11.57,2019-05-24
393,c1909,10.27,2019-05-24
394,c1911,10.5,2019-05-24
395,c2001,11.33,2019-05-24
396,c2003,9.88,2019-05-24
397,c2005,9.47,2019-05-24
398,c1907,12.98,2019-05-27
399,c1909,12.38,2019-05-27
400,c1911,10.8,2019-05-27
401,c2001,11.05,2019-05-27
402,c2003,9.93,2019-05-27
403,c2005,9.18,2019-05-27
404,c1907,13.54,2019-05-28
405,c1909,11.72,2019-05-28
406,c1911,10.82,2019-05-28
407,c2001,10.33,2019-05-28
408,c2003,9.68,2019-05-28
409,c2005,9.59,2019-05-28
410,c1907,15.82,2019-05-29
411,c1909,12.67,2019-05-29
412,c1911,10.22,2019-05-29
413,c2001,10.59,2019-05-29
414,c2003,9.73,2019-05-29
415,c2005,9.95,2019-05-29
416,c1907,15.58,2019-05-30
417,c1909,12.73,2019-05-30
418,c1911,10.53,2019-05-30
419,c2001,10.65,2019-05-30
420,c2003,8.92,2019-05-30
421,c2005,9.44,2019-05-30
422,c1907,13.53,2019-05-31
423,c1909,12.31,2019-05-31
424,c1911,10.4,2019-05-31
425,c2001,10.62,2019-05-31
426,c2003,9.81,2019-05-31
427,c2005,9.24,2019-05-31
428,c1907,14.23,2019-06-03
429,c1909,12.15,2019-06-03
430,c1911,10.99,2019-06-03
431,c2001,11.3,2019-06-03
432,c2003,10.01,2019-06-03
433,c2005,9.49,2019-06-03
434,c1907,12,2019-06-04
435,c1909,11.92,2019-06-04
436,c1911,10.26,2019-06-04
437,c2001,10.64,2019-06-04
438,c2003,9.8,2019-06-04
439,c2005,10.61,2019-06-04
440,c1907,12.38,2019-06-05
441,c1909,11.2,2019-06-05
442,c1911,10.89,2019-06-05
443,c2001,10.95,2019-06-05
444,c2003,11.04,2019-06-05
445,c2005,9.43,2019-06-05
446,c1907,10.69,2019-06-06
447,c1909,11.24,2019-06-06
448,c1911,11.03,2019-06-06
449,c2001,11.43,2019-06-06
450,c2003,10.38,2019-06-06
451,c2005,9.65,2019-06-06
452,c1907,12.03,2019-06-10
453,c1909,12.03,2019-06-10
454,c1911,10.22,2019-06-10
455,c2001,10.84,2019-06-10
456,c2003,9.45,2019-06-10
457,c2005,9.45,2019-06-10
458,c1909,11.44,2019-06-11
459,c1911,10.56,2019-06-11
460,c2001,10.86,2019-06-11
461,c2003,10.06,2019-06-11
462,c2005,10.07,2019-06-11
463,c1909,11.66,2019-06-12
464,c1911,10.49,2019-06-12
465,c2001,11.41,2019-06-12
466,c2003,9.99,2019-06-12
467,c2005,9.69,2019-06-12
468,c1909,12.19,2019-06-13
469,c1911,10.41,2019-06-13
470,c2001,11.42,2019-06-13
471,c2003,9.96,2019-06-13
472,c2005,10.16,2019-06-13
473,c1909,11.8,2019-06-14
474,c1911,10.87,2019-06-14
475,c2001,11.63,2019-06-14
476,c2003,9.68,2019-06-14
477,c2005,10.23,2019-06-14
478,c1909,12.35,2019-06-17
479,c1911,10.36,2019-06-17
480,c2001,11.96,2019-06-17
481,c2003,10.69,2019-06-17
482,c2005,9.51,2019-06-17
483,c1909,12.19,2019-06-18
484,c1911,11.61,2019-06-18
485,c2001,12.29,2019-06-18
486,c2003,10.3,2019-06-18
487,c2005,10.16,2019-06-18
488,c1909,11.93,2019-06-19
489,c1911,11.6,2019-06-19
490,c2001,12.1,2019-06-19
491,c2003,9.77,2019-06-19
492,c2005,9.84,2019-06-19
493,c1909,11.27,2019-06-20
494,c1911,11.7,2019-06-20
495,c2001,12.31,2019-06-20
496,c2003,10.39,2019-06-20
497,c2005,9.77,2019-06-20
498,c1909,11.62,2019-06-21
499,c1911,10.98,2019-06-21
500,c2001,11.79,2019-06-21
501,c2003,10.99,2019-06-21
502,c2005,10.11,2019-06-21
503,c1909,12.27,2019-06-24
504,c1911,11.44,2019-06-24
505,c2001,11.9,2019-06-24
506,c2003,10.81,2019-06-24
507,c2005,10.09,2019-06-24
508,c1909,11.77,2019-06-25
509,c1911,10.98,2019-06-25
510,c2001,11.66,2019-06-25
511,c2003,10.76,2019-06-25
512,c2005,9.82,2019-06-25
513,c1909,10.85,2019-06-26
514,c1911,12.53,2019-06-26
515,c2001,11.95,2019-06-26
516,c2003,10.2,2019-06-26
517,c2005,9.87,2019-06-26
518,c1909,12.14,2019-06-27
519,c1911,11.35,2019-06-27
520,c2001,12.81,2019-06-27
521,c2003,10.68,2019-06-27
522,c2005,9.97,2019-06-27
523,c1909,11.81,2019-06-28
524,c1911,11.62,2019-06-28
525,c2001,12.2,2019-06-28
526,c2003,10.69,2019-06-28
527,c2005,10.06,2019-06-28
528,c1909,11.53,2019-07-01
529,c1911,10.87,2019-07-01
530,c2001,12.02,2019-07-01
531,c2003,10.08,2019-07-01
532,c2005,10.27,2019-07-01
533,c1909,10.77,2019-07-02
534,c1911,11.36,2019-07-02
535,c2001,11.61,2019-07-02
536,c2003,9.41,2019-07-02
537,c2005,9.41,2019-07-02
538,c1909,10.31,2019-07-03
539,c1911,10.75,2019-07-03
540,c2001,11.81,2019-07-03
541,c2003,11.81,2019-07-03
542,c2005,10.51,2019-07-03
543,c1909,10.84,2019-07-04
544,c1911,10.74,2019-07-04
545,c2001,11.73,2019-07-04
546,c2003,11.73,2019-07-04
547,c2005,8.57,2019-07-04
548,c1909,13.11,2019-07-05
549,c1911,11.4,2019-07-05
550,c2001,11.76,2019-07-05
551,c2003,11.76,2019-07-05
552,c2005,12.15,2019-07-05
553,c1909,11.69,2019-07-08
554,c1911,11.18,2019-07-08
555,c2001,12.49,2019-07-08
556,c2003,12.49,2019-07-08
557,c2005,12.49,2019-07-08
558,c1909,10.19,2019-07-09
559,c1911,10.64,2019-07-09
560,c2001,12.1,2019-07-09
561,c2003,11.17,2019-07-09
562,c2005,10.65,2019-07-09
563,c1909,10.56,2019-07-10
564,c1911,10.36,2019-07-10
565,c2001,10.7,2019-07-10
566,c2003,9.9,2019-07-10
567,c2005,10.92,2019-07-10
568,c1909,10.85,2019-07-11
569,c1911,7.9,2019-07-11
570,c2001,10.76,2019-07-11
571,c2003,9.92,2019-07-11
572,c2005,11.02,2019-07-11
573,c1909,10.45,2019-07-12
574,c1911,7.29,2019-07-12
575,c2001,10.58,2019-07-12
576,c2003,9.8,2019-07-12
577,c2005,11.3,2019-07-12
578,c1909,10.38,2019-07-15
579,c1911,7.49,2019-07-15
580,c2001,11.16,2019-07-15
581,c2003,10.12,2019-07-15
582,c2005,12.1,2019-07-15
583,c1909,9.92,2019-07-16
584,c1911,7,2019-07-16
585,c2001,10.57,2019-07-16
586,c2003,10.2,2019-07-16
587,c2005,11.28,2019-07-16
588,c2007,17.82,2019-07-16
589,c1909,10.52,2019-07-17
590,c1911,5.94,2019-07-17
591,c2001,10.52,2019-07-17
592,c2003,10.53,2019-07-17
593,c2005,10.67,2019-07-17
594,c2007,10.01,2019-07-17
595,c1909,9.12,2019-07-18
596,c1911,5.77,2019-07-18
597,c2001,9.93,2019-07-18
598,c2003,10.18,2019-07-18
599,c2005,9.98,2019-07-18
600,c2007,9.8,2019-07-18
601,c1909,8.22,2019-07-19
602,c1911,5.67,2019-07-19
603,c2001,9.15,2019-07-19
604,c2003,10.13,2019-07-19
605,c2005,9.86,2019-07-19
606,c2007,9.86,2019-07-19
607,c1909,8.68,2019-07-22
608,c1911,7.13,2019-07-22
609,c2001,10.09,2019-07-22
610,c2003,9.87,2019-07-22
611,c2005,11.19,2019-07-22
612,c2007,10.29,2019-07-22
613,c1909,8.62,2019-07-23
614,c1911,7.15,2019-07-23
615,c2001,10.29,2019-07-23
616,c2003,9.72,2019-07-23
617,c2005,9.83,2019-07-23
618,c2007,9.62,2019-07-23
619,c1909,8.16,2019-07-24
620,c1911,7.38,2019-07-24
621,c2001,10.56,2019-07-24
622,c2003,10.24,2019-07-24
623,c2005,9.86,2019-07-24
624,c2007,9.78,2019-07-24
625,c1909,7.1,2019-07-25
626,c1911,6.96,2019-07-25
627,c2001,10.24,2019-07-25
628,c2003,10.24,2019-07-25
629,c2005,9.2,2019-07-25
630,c2007,9.2,2019-07-25
631,c1909,7.04,2019-07-26
632,c1911,7.37,2019-07-26
633,c2001,10.37,2019-07-26
634,c2003,9.17,2019-07-26
635,c2005,10.32,2019-07-26
636,c2007,10.47,2019-07-26
637,c1909,7.92,2019-07-29
638,c1911,7.01,2019-07-29
639,c2001,9.71,2019-07-29
640,c2003,9.58,2019-07-29
641,c2005,9.4,2019-07-29
642,c2007,9.4,2019-07-29
643,c1909,7.72,2019-07-30
644,c1911,7.19,2019-07-30
645,c2001,10.37,2019-07-30
646,c2003,9.41,2019-07-30
647,c2005,9.52,2019-07-30
648,c2007,9.62,2019-07-30
649,c1909,7.28,2019-07-31
650,c1911,7.15,2019-07-31
651,c2001,10.18,2019-07-31
652,c2003,10.18,2019-07-31
653,c2005,10.42,2019-07-31
654,c2007,10.42,2019-07-31
655,c1909,7.73,2019-08-01
656,c1911,8.51,2019-08-01
657,c2001,10.24,2019-08-01
658,c2003,10.24,2019-08-01
659,c2005,9.33,2019-08-01
660,c2007,10.46,2019-08-01
661,c1909,8.86,2019-08-02
662,c1911,7.78,2019-08-02
663,c2001,10.12,2019-08-02
664,c2003,9.35,2019-08-02
665,c2005,9.63,2019-08-02
666,c2007,9.67,2019-08-02
667,c1909,11.29,2019-08-05
668,c1911,7.93,2019-08-05
669,c2001,11.05,2019-08-05
670,c2003,9.34,2019-08-05
671,c2005,10.5,2019-08-05
672,c2007,10.5,2019-08-05
673,c1909,11.19,2019-08-06
674,c1911,8.15,2019-08-06
675,c2001,9.71,2019-08-06
676,c2003,9.71,2019-08-06
677,c2005,9.6,2019-08-06
678,c2007,10.05,2019-08-06
679,c1909,7.79,2019-08-07
680,c1911,7.79,2019-08-07
681,c2001,9.9,2019-08-07
682,c2003,9,2019-08-07
683,c2005,9.68,2019-08-07
684,c2007,9.92,2019-08-07
685,c1911,8.17,2019-08-08
686,c2001,9.77,2019-08-08
687,c2003,8.71,2019-08-08
688,c2005,9.9,2019-08-08
689,c2007,9.37,2019-08-08
690,c1911,8.61,2019-08-09
691,c2001,9.93,2019-08-09
692,c2003,9.16,2019-08-09
693,c2005,9.59,2019-08-09
694,c2007,10.11,2019-08-09
695,c1911,9.37,2019-08-12
696,c2001,11.78,2019-08-12
697,c2003,10.35,2019-08-12
698,c2005,10.62,2019-08-12
699,c2007,9.51,2019-08-12
700,c1911,9.91,2019-08-13
701,c2001,11.38,2019-08-13
702,c2003,9.62,2019-08-13
703,c2005,10.09,2019-08-13
704,c2007,9.37,2019-08-13
705,c1911,10.27,2019-08-14
706,c2001,11.59,2019-08-14
707,c2003,9.48,2019-08-14
708,c2005,9.96,2019-08-14
709,c2007,9.75,2019-08-14
710,c1911,9.08,2019-08-15
711,c2001,11.93,2019-08-15
712,c2003,10.52,2019-08-15
713,c2005,9.98,2019-08-15
714,c2007,9.98,2019-08-15
715,c1911,8.31,2019-08-16
716,c2001,10.99,2019-08-16
717,c2003,9.16,2019-08-16
718,c2005,9.86,2019-08-16
719,c2007,9.86,2019-08-16
720,c1911,9.42,2019-08-19
721,c2001,10.53,2019-08-19
722,c2003,9.23,2019-08-19
723,c2005,8.7,2019-08-19
724,c2007,8.77,2019-08-19
725,c1911,9.62,2019-08-20
726,c2001,9.72,2019-08-20
727,c2003,8.47,2019-08-20
728,c2005,7.58,2019-08-20
729,c2007,8.3,2019-08-20
730,c1911,7.6,2019-08-21
731,c2001,9.83,2019-08-21
732,c2003,9.09,2019-08-21
733,c2005,8.03,2019-08-21
734,c2007,8.36,2019-08-21
735,c1911,8.2,2019-08-22
736,c2001,10.14,2019-08-22
737,c2003,10.17,2019-08-22
738,c2005,8.22,2019-08-22
739,c2007,8.56,2019-08-22
740,c1911,8.9,2019-08-23
741,c2001,10.58,2019-08-23
742,c2003,9.68,2019-08-23
743,c2005,8.63,2019-08-23
744,c2007,8.71,2019-08-23
745,c1911,8.76,2019-08-26
746,c2001,10.84,2019-08-26
747,c2003,10.77,2019-08-26
748,c2005,8.22,2019-08-26
749,c2007,8.19,2019-08-26
750,c1911,9.12,2019-08-27
751,c2001,10.01,2019-08-27
752,c2003,10.39,2019-08-27
753,c2005,8.1,2019-08-27
754,c2007,9.35,2019-08-27
755,c1911,8.39,2019-08-28
756,c2001,10.04,2019-08-28
757,c2003,11.36,2019-08-28
758,c2005,8.05,2019-08-28
759,c2007,9.1,2019-08-28
760,c1911,8.02,2019-08-29
761,c2001,10.06,2019-08-29
762,c2003,10.04,2019-08-29
763,c2005,9.35,2019-08-29
764,c2007,9.05,2019-08-29
765,c1911,8.32,2019-08-30
766,c2001,10.59,2019-08-30
767,c2003,10.69,2019-08-30
768,c2005,7.67,2019-08-30
769,c2007,8.62,2019-08-30
770,c1911,7.11,2019-09-02
771,c2001,10.91,2019-09-02
772,c2003,10.22,2019-09-02
773,c2005,9.74,2019-09-02
774,c2007,8.91,2019-09-02
775,c1911,8.54,2019-09-03
776,c2001,9.68,2019-09-03
777,c2003,8.17,2019-09-03
778,c2005,7.4,2019-09-03
779,c2007,8.6,2019-09-03
780,c1911,6.89,2019-09-04
781,c2001,10.25,2019-09-04
782,c2003,8.95,2019-09-04
783,c2005,8.01,2019-09-04
784,c2007,7.68,2019-09-04
785,c1911,7.98,2019-09-05
786,c2001,10.25,2019-09-05
787,c2003,8.32,2019-09-05
788,c2005,9.69,2019-09-05
789,c2007,7.92,2019-09-05
790,c1911,7.28,2019-09-06
791,c2001,9.24,2019-09-06
792,c2003,7.37,2019-09-06
793,c2005,6.75,2019-09-06
794,c2007,7.43,2019-09-06
795,c1911,8.06,2019-09-09
796,c2001,11.03,2019-09-09
797,c2003,8.07,2019-09-09
798,c2005,6.74,2019-09-09
799,c2007,8.95,2019-09-09
800,c1911,7.74,2019-09-10
801,c2001,10.03,2019-09-10
802,c2003,8.29,2019-09-10
803,c2005,6.13,2019-09-10
804,c2007,7.93,2019-09-10
805,c1911,6.76,2019-09-11
806,c2001,10.03,2019-09-11
807,c2003,6.89,2019-09-11
808,c2005,6.22,2019-09-11
809,c2007,7.59,2019-09-11
810,c1911,7.41,2019-09-12
811,c2001,9.79,2019-09-12
812,c2003,6.67,2019-09-12
813,c2005,8.1,2019-09-12
814,c2007,8.35,2019-09-12
815,c1911,7.86,2019-09-16
816,c2001,10.61,2019-09-16
817,c2003,8.11,2019-09-16
818,c2005,9.44,2019-09-16
819,c2007,9.44,2019-09-16
820,c1911,6.96,2019-09-17
