,合约系列,隐含波动率(%),date
258,pg2011,31.82,2020-06-09
259,pg2012,28.24,2020-06-09
260,pg2101,29.96,2020-06-09
261,pg2102,29.6,2020-06-09
262,pg2103,29.6,2020-06-09
263,pg2104,27.03,2020-06-09
264,pg2105,26.94,2020-06-09
265,pg2011,30.8,2020-06-10
266,pg2012,29.54,2020-06-10
267,pg2101,39.1,2020-06-10
268,pg2102,27.75,2020-06-10
269,pg2103,27.75,2020-06-10
270,pg2104,25.37,2020-06-10
271,pg2105,27.45,2020-06-10
272,pg2011,34.76,2020-06-11
273,pg2012,28.98,2020-06-11
274,pg2101,28.9,2020-06-11
275,pg2102,28.9,2020-06-11
276,pg2103,28.75,2020-06-11
277,pg2104,29.9,2020-06-11
278,pg2105,28.12,2020-06-11
279,pg2011,34.87,2020-06-12
280,pg2012,31.66,2020-06-12
281,pg2101,29.37,2020-06-12
282,pg2102,29.37,2020-06-12
283,pg2103,29.92,2020-06-12
284,pg2104,29.36,2020-06-12
285,pg2105,29.02,2020-06-12
286,pg2011,34.64,2020-06-15
287,pg2012,27.11,2020-06-15
288,pg2101,30.72,2020-06-15
289,pg2102,30.72,2020-06-15
290,pg2103,30.95,2020-06-15
291,pg2104,30.95,2020-06-15
292,pg2105,30.95,2020-06-15
293,pg2011,33.97,2020-06-16
294,pg2012,31.85,2020-06-16
295,pg2101,31.4,2020-06-16
296,pg2102,31.4,2020-06-16
297,pg2103,30.83,2020-06-16
298,pg2104,30.83,2020-06-16
299,pg2105,30.83,2020-06-16
300,pg2011,34.03,2020-06-17
301,pg2012,30.13,2020-06-17
302,pg2101,30.13,2020-06-17
303,pg2102,30.13,2020-06-17
304,pg2103,28.34,2020-06-17
305,pg2104,28.34,2020-06-17
306,pg2105,28.72,2020-06-17
307,pg2011,33.08,2020-06-18
308,pg2012,29.32,2020-06-18
309,pg2101,36.84,2020-06-18
310,pg2102,29.16,2020-06-18
311,pg2103,29.16,2020-06-18
312,pg2104,28.29,2020-06-18
313,pg2105,28.31,2020-06-18
314,pg2011,33.13,2020-06-19
315,pg2012,30.07,2020-06-19
316,pg2101,31.14,2020-06-19
317,pg2102,31.14,2020-06-19
318,pg2103,26.73,2020-06-19
319,pg2104,26.73,2020-06-19
320,pg2105,26.73,2020-06-19
321,pg2011,33.09,2020-06-22
322,pg2012,28.52,2020-06-22
323,pg2101,37.9,2020-06-22
324,pg2102,37.9,2020-06-22
325,pg2103,37.9,2020-06-22
326,pg2104,27.89,2020-06-22
327,pg2105,27.89,2020-06-22
328,pg2011,32.38,2020-06-23
329,pg2012,29.13,2020-06-23
330,pg2101,33.6,2020-06-23
331,pg2102,33.6,2020-06-23
332,pg2103,29.94,2020-06-23
333,pg2104,29.94,2020-06-23
334,pg2105,29.94,2020-06-23
335,pg2011,32.99,2020-06-24
336,pg2012,28.9,2020-06-24
337,pg2101,28.9,2020-06-24
338,pg2102,28.83,2020-06-24
339,pg2103,29.2,2020-06-24
340,pg2104,29.2,2020-06-24
341,pg2105,29.2,2020-06-24
342,pg2011,33.47,2020-06-29
343,pg2012,30.94,2020-06-29
344,pg2101,30.09,2020-06-29
345,pg2102,30.09,2020-06-29
346,pg2103,30.09,2020-06-29
347,pg2104,30.09,2020-06-29
348,pg2105,30.09,2020-06-29
349,pg2011,32.18,2020-06-30
350,pg2012,30.45,2020-06-30
351,pg2101,33.04,2020-06-30
352,pg2102,33.04,2020-06-30
353,pg2103,31.62,2020-06-30
354,pg2104,31.62,2020-06-30
355,pg2105,31.62,2020-06-30
356,pg2011,31.77,2020-07-01
357,pg2012,28.78,2020-07-01
358,pg2101,33.19,2020-07-01
359,pg2102,33.19,2020-07-01
360,pg2103,33.19,2020-07-01
361,pg2104,27.14,2020-07-01
362,pg2105,27.14,2020-07-01
363,pg2106,27.14,2020-07-01
364,pg2011,31.42,2020-07-02
365,pg2012,28.65,2020-07-02
366,pg2101,28.6,2020-07-02
367,pg2102,28.6,2020-07-02
368,pg2103,28.6,2020-07-02
369,pg2104,27.16,2020-07-02
370,pg2105,27.16,2020-07-02
371,pg2106,27.16,2020-07-02
372,pg2011,31.28,2020-07-03
373,pg2012,27.86,2020-07-03
374,pg2101,34.31,2020-07-03
375,pg2102,34.31,2020-07-03
376,pg2103,36.37,2020-07-03
377,pg2104,36.37,2020-07-03
378,pg2105,36.37,2020-07-03
379,pg2106,36.37,2020-07-03
380,pg2011,32.75,2020-07-06
381,pg2012,27.64,2020-07-06
382,pg2101,27.64,2020-07-06
383,pg2102,27.64,2020-07-06
384,pg2103,27.64,2020-07-06
385,pg2104,27.64,2020-07-06
386,pg2105,27.64,2020-07-06
387,pg2106,27.64,2020-07-06
388,pg2011,31.3,2020-07-07
389,pg2012,27.87,2020-07-07
390,pg2101,28.99,2020-07-07
391,pg2102,28.66,2020-07-07
392,pg2103,31.27,2020-07-07
393,pg2104,27.1,2020-07-07
394,pg2105,27.1,2020-07-07
395,pg2106,27.1,2020-07-07
396,pg2011,30.84,2020-07-08
397,pg2012,27.87,2020-07-08
398,pg2101,44.53,2020-07-08
399,pg2102,44.53,2020-07-08
400,pg2103,28.06,2020-07-08
401,pg2104,28.06,2020-07-08
402,pg2105,28.06,2020-07-08
403,pg2106,28.06,2020-07-08
404,pg2011,30.65,2020-07-09
405,pg2012,27.77,2020-07-09
406,pg2101,30.24,2020-07-09
407,pg2102,32.45,2020-07-09
408,pg2103,30.72,2020-07-09
409,pg2104,30.72,2020-07-09
410,pg2105,30.72,2020-07-09
411,pg2106,30.72,2020-07-09
412,pg2011,30.9,2020-07-10
413,pg2012,28.36,2020-07-10
414,pg2101,28.36,2020-07-10
415,pg2102,28.36,2020-07-10
416,pg2103,28.36,2020-07-10
417,pg2104,26.83,2020-07-10
418,pg2105,26.83,2020-07-10
419,pg2106,26.83,2020-07-10
420,pg2011,33.57,2020-07-13
421,pg2012,29.9,2020-07-13
422,pg2101,30.19,2020-07-13
423,pg2102,32.45,2020-07-13
424,pg2103,34.1,2020-07-13
425,pg2104,27.98,2020-07-13
426,pg2105,27.98,2020-07-13
427,pg2106,26.48,2020-07-13
428,pg2011,33.59,2020-07-14
429,pg2012,31.46,2020-07-14
430,pg2101,30.5,2020-07-14
431,pg2102,31.28,2020-07-14
432,pg2103,31.28,2020-07-14
433,pg2104,31.28,2020-07-14
434,pg2105,31.28,2020-07-14
435,pg2106,31.28,2020-07-14
436,pg2011,34.13,2020-07-15
437,pg2012,31.79,2020-07-15
438,pg2101,31.79,2020-07-15
439,pg2102,32.86,2020-07-15
440,pg2103,32.89,2020-07-15
441,pg2104,32.12,2020-07-15
442,pg2105,32.12,2020-07-15
443,pg2106,30.41,2020-07-15
444,pg2011,34.02,2020-07-16
445,pg2012,31.49,2020-07-16
446,pg2101,28.53,2020-07-16
447,pg2102,28.53,2020-07-16
448,pg2103,28.53,2020-07-16
449,pg2104,28.53,2020-07-16
450,pg2105,28.53,2020-07-16
451,pg2106,28.53,2020-07-16
452,pg2011,34.17,2020-07-17
453,pg2012,31.2,2020-07-17
454,pg2101,40.98,2020-07-17
455,pg2102,40.98,2020-07-17
456,pg2103,40.98,2020-07-17
457,pg2104,29.2,2020-07-17
458,pg2105,29.2,2020-07-17
459,pg2106,25.84,2020-07-17
460,pg2011,35.54,2020-07-20
461,pg2012,30.17,2020-07-20
462,pg2101,31.57,2020-07-20
463,pg2102,34.94,2020-07-20
464,pg2103,34.94,2020-07-20
465,pg2104,34.94,2020-07-20
466,pg2105,34.94,2020-07-20
467,pg2106,34.94,2020-07-20
468,pg2011,35,2020-07-21
469,pg2012,31.68,2020-07-21
470,pg2101,39.06,2020-07-21
471,pg2102,29.71,2020-07-21
472,pg2103,31.82,2020-07-21
473,pg2104,35.85,2020-07-21
474,pg2105,35.85,2020-07-21
475,pg2106,35.85,2020-07-21
476,pg2011,35.03,2020-07-22
477,pg2012,31.44,2020-07-22
478,pg2101,26.31,2020-07-22
479,pg2102,26.31,2020-07-22
480,pg2103,27.01,2020-07-22
481,pg2104,25.64,2020-07-22
482,pg2105,29.86,2020-07-22
483,pg2106,26.96,2020-07-22
484,pg2011,33.32,2020-07-23
485,pg2012,30.61,2020-07-23
486,pg2101,44.61,2020-07-23
487,pg2102,44.61,2020-07-23
488,pg2103,30.61,2020-07-23
489,pg2104,24.65,2020-07-23
490,pg2105,24.65,2020-07-23
491,pg2106,24.65,2020-07-23
492,pg2011,33.35,2020-07-24
493,pg2012,31.26,2020-07-24
494,pg2101,51.22,2020-07-24
495,pg2102,51.22,2020-07-24
496,pg2103,29.14,2020-07-24
497,pg2104,28.43,2020-07-24
498,pg2105,28.43,2020-07-24
499,pg2106,28.43,2020-07-24
500,pg2011,34.34,2020-07-27
501,pg2012,31.79,2020-07-27
502,pg2101,30.72,2020-07-27
503,pg2102,30.72,2020-07-27
504,pg2103,26.54,2020-07-27
505,pg2104,30.78,2020-07-27
506,pg2105,30.78,2020-07-27
507,pg2106,27.18,2020-07-27
508,pg2011,34.99,2020-07-28
509,pg2012,32.83,2020-07-28
510,pg2101,46.61,2020-07-28
511,pg2102,46.61,2020-07-28
512,pg2103,29.74,2020-07-28
513,pg2104,29.74,2020-07-28
514,pg2105,29.44,2020-07-28
515,pg2106,29.44,2020-07-28
516,pg2011,33.87,2020-07-29
517,pg2012,32.82,2020-07-29
518,pg2101,29.61,2020-07-29
519,pg2102,29.61,2020-07-29
520,pg2103,26.52,2020-07-29
521,pg2104,26.52,2020-07-29
522,pg2105,29.41,2020-07-29
523,pg2106,29.47,2020-07-29
524,pg2011,34.64,2020-07-30
525,pg2012,32.78,2020-07-30
526,pg2101,33.61,2020-07-30
527,pg2102,33.61,2020-07-30
528,pg2103,31.34,2020-07-30
529,pg2104,31.34,2020-07-30
530,pg2105,27.18,2020-07-30
531,pg2106,27.18,2020-07-30
532,pg2107,27.18,2020-07-30
533,pg2011,36.41,2020-07-31
534,pg2012,34.14,2020-07-31
535,pg2101,34.05,2020-07-31
536,pg2102,32.24,2020-07-31
537,pg2103,31.79,2020-07-31
538,pg2104,31.98,2020-07-31
539,pg2105,29.91,2020-07-31
540,pg2106,29.36,2020-07-31
541,pg2107,28.61,2020-07-31
542,pg2011,36.59,2020-08-03
543,pg2012,34.35,2020-08-03
544,pg2101,34.28,2020-08-03
545,pg2102,32.53,2020-08-03
546,pg2103,32.53,2020-08-03
547,pg2104,32.41,2020-08-03
548,pg2105,31.08,2020-08-03
549,pg2106,29.83,2020-08-03
550,pg2107,30.09,2020-08-03
551,pg2011,34.85,2020-08-04
552,pg2012,32.17,2020-08-04
553,pg2101,32.08,2020-08-04
554,pg2102,31.15,2020-08-04
555,pg2103,31.15,2020-08-04
556,pg2104,31.15,2020-08-04
557,pg2105,31.15,2020-08-04
558,pg2106,31.15,2020-08-04
559,pg2107,31.15,2020-08-04
560,pg2011,34.12,2020-08-05
561,pg2012,32.76,2020-08-05
562,pg2101,38.23,2020-08-05
563,pg2102,34.33,2020-08-05
564,pg2103,33.16,2020-08-05
565,pg2104,29.99,2020-08-05
566,pg2105,30.27,2020-08-05
567,pg2106,32.17,2020-08-05
568,pg2107,29.1,2020-08-05
569,pg2011,35.16,2020-08-06
570,pg2012,31.89,2020-08-06
571,pg2101,32.61,2020-08-06
572,pg2102,34.91,2020-08-06
573,pg2103,33.19,2020-08-06
574,pg2104,29.36,2020-08-06
575,pg2105,31.37,2020-08-06
576,pg2106,31.37,2020-08-06
577,pg2107,31.37,2020-08-06
578,pg2011,35.14,2020-08-07
579,pg2012,31.76,2020-08-07
580,pg2101,47.35,2020-08-07
581,pg2102,47.35,2020-08-07
582,pg2103,47.35,2020-08-07
583,pg2104,47.35,2020-08-07
584,pg2105,47.35,2020-08-07
585,pg2106,47.35,2020-08-07
586,pg2107,47.35,2020-08-07
587,pg2011,33.68,2020-08-10
588,pg2012,31.69,2020-08-10
589,pg2101,27.39,2020-08-10
590,pg2102,27.39,2020-08-10
591,pg2103,27.39,2020-08-10
592,pg2104,39.58,2020-08-10
593,pg2105,39.58,2020-08-10
594,pg2106,30.99,2020-08-10
595,pg2107,30.99,2020-08-10
596,pg2011,34.18,2020-08-11
597,pg2012,31.1,2020-08-11
598,pg2101,31.04,2020-08-11
599,pg2102,31.04,2020-08-11
600,pg2103,30.61,2020-08-11
601,pg2104,30.04,2020-08-11
602,pg2105,29.34,2020-08-11
603,pg2106,27.85,2020-08-11
604,pg2107,28.27,2020-08-11
605,pg2011,32.84,2020-08-12
606,pg2012,32.74,2020-08-12
607,pg2101,34.16,2020-08-12
608,pg2102,30.32,2020-08-12
609,pg2103,30.31,2020-08-12
610,pg2104,29.77,2020-08-12
611,pg2105,28.95,2020-08-12
612,pg2106,28.95,2020-08-12
613,pg2107,28.95,2020-08-12
614,pg2011,31.76,2020-08-13
615,pg2012,29.37,2020-08-13
616,pg2101,33.22,2020-08-13
617,pg2102,33.22,2020-08-13
618,pg2103,30.94,2020-08-13
619,pg2104,27.7,2020-08-13
620,pg2105,28.62,2020-08-13
621,pg2106,28.62,2020-08-13
622,pg2107,27.79,2020-08-13
623,pg2011,31.91,2020-08-14
624,pg2012,30.6,2020-08-14
625,pg2101,32.58,2020-08-14
626,pg2102,29.12,2020-08-14
627,pg2103,29.12,2020-08-14
628,pg2104,29.79,2020-08-14
629,pg2105,14.18,2020-08-14
630,pg2106,14.18,2020-08-14
631,pg2107,14.18,2020-08-14
632,pg2011,32.56,2020-08-17
633,pg2012,30.81,2020-08-17
634,pg2101,32.41,2020-08-17
635,pg2102,32.41,2020-08-17
636,pg2103,29.54,2020-08-17
637,pg2104,28.61,2020-08-17
638,pg2105,28.15,2020-08-17
639,pg2106,28.29,2020-08-17
640,pg2107,28.03,2020-08-17
641,pg2011,32.3,2020-08-18
642,pg2012,28.67,2020-08-18
643,pg2101,87.96,2020-08-18
644,pg2102,87.96,2020-08-18
645,pg2103,27.27,2020-08-18
646,pg2104,28.19,2020-08-18
647,pg2105,28.19,2020-08-18
648,pg2106,26.8,2020-08-18
649,pg2107,26.8,2020-08-18
650,pg2011,29.29,2020-08-19
651,pg2012,29.55,2020-08-19
652,pg2101,33.28,2020-08-19
653,pg2102,33.28,2020-08-19
654,pg2103,28.07,2020-08-19
655,pg2104,28.07,2020-08-19
656,pg2105,26.37,2020-08-19
657,pg2106,28.37,2020-08-19
658,pg2107,27.33,2020-08-19
659,pg2011,32.59,2020-08-20
660,pg2012,31.43,2020-08-20
661,pg2101,37.65,2020-08-20
662,pg2102,29.44,2020-08-20
663,pg2103,29.91,2020-08-20
664,pg2104,29.99,2020-08-20
665,pg2105,29.99,2020-08-20
666,pg2106,28.37,2020-08-20
667,pg2107,28.37,2020-08-20
668,pg2011,31,2020-08-21
669,pg2012,30.9,2020-08-21
670,pg2101,29.39,2020-08-21
671,pg2102,29.39,2020-08-21
672,pg2103,29.39,2020-08-21
673,pg2104,28.45,2020-08-21
674,pg2105,28.45,2020-08-21
675,pg2106,28.45,2020-08-21
676,pg2107,27.68,2020-08-21
677,pg2011,31.52,2020-08-24
678,pg2012,31.48,2020-08-24
679,pg2101,31.32,2020-08-24
680,pg2102,28.13,2020-08-24
681,pg2103,28.13,2020-08-24
682,pg2104,28.83,2020-08-24
683,pg2105,25.59,2020-08-24
684,pg2106,28.8,2020-08-24
685,pg2107,28.8,2020-08-24
686,pg2011,33.3,2020-08-25
687,pg2012,31.04,2020-08-25
688,pg2101,37.18,2020-08-25
689,pg2102,31.02,2020-08-25
690,pg2103,31.92,2020-08-25
691,pg2104,28.62,2020-08-25
692,pg2105,25.28,2020-08-25
693,pg2106,26.86,2020-08-25
694,pg2107,28.35,2020-08-25
695,pg2011,32.98,2020-08-26
696,pg2012,32.18,2020-08-26
697,pg2101,29.17,2020-08-26
698,pg2102,29.46,2020-08-26
699,pg2103,29.52,2020-08-26
700,pg2104,26.36,2020-08-26
701,pg2105,27.22,2020-08-26
702,pg2106,27.22,2020-08-26
703,pg2107,27.22,2020-08-26
704,pg2011,31.63,2020-08-27
705,pg2012,27.84,2020-08-27
706,pg2101,26.71,2020-08-27
707,pg2102,26.71,2020-08-27
708,pg2103,27.86,2020-08-27
709,pg2104,27.86,2020-08-27
710,pg2105,27.86,2020-08-27
711,pg2106,26.74,2020-08-27
712,pg2107,26.15,2020-08-27
713,pg2011,31.04,2020-08-28
714,pg2012,28.11,2020-08-28
715,pg2101,27.89,2020-08-28
716,pg2102,27.89,2020-08-28
717,pg2103,27.89,2020-08-28
718,pg2104,27.89,2020-08-28
719,pg2105,27.89,2020-08-28
720,pg2106,27.89,2020-08-28
721,pg2107,27.89,2020-08-28
722,pg2011,30.44,2020-08-31
723,pg2012,29.13,2020-08-31
724,pg2101,34.62,2020-08-31
725,pg2102,34.62,2020-08-31
726,pg2103,28.59,2020-08-31
727,pg2104,28.59,2020-08-31
728,pg2105,28.59,2020-08-31
729,pg2106,28.59,2020-08-31
730,pg2107,28.59,2020-08-31
731,pg2011,32.9,2020-09-01
732,pg2012,27.54,2020-09-01
733,pg2101,29.87,2020-09-01
734,pg2102,30.71,2020-09-01
735,pg2103,30.31,2020-09-01
736,pg2104,27.57,2020-09-01
737,pg2105,28.86,2020-09-01
738,pg2106,26.58,2020-09-01
739,pg2107,26.58,2020-09-01
740,pg2011,29.62,2020-09-02
741,pg2012,29.72,2020-09-02
742,pg2101,28.87,2020-09-02
743,pg2102,32.05,2020-09-02
744,pg2103,31.08,2020-09-02
745,pg2104,28.33,2020-09-02
746,pg2105,28.33,2020-09-02
747,pg2106,29.11,2020-09-02
748,pg2107,29.11,2020-09-02
749,pg2108,29.11,2020-09-02
750,pg2011,29.16,2020-09-03
751,pg2012,28.59,2020-09-03
752,pg2101,41.74,2020-09-03
753,pg2102,32.65,2020-09-03
754,pg2103,31.68,2020-09-03
755,pg2104,26.85,2020-09-03
756,pg2105,26.58,2020-09-03
757,pg2106,26.58,2020-09-03
758,pg2107,25.42,2020-09-03
759,pg2108,25.42,2020-09-03
760,pg2011,28.24,2020-09-04
761,pg2012,28.47,2020-09-04
762,pg2101,26.94,2020-09-04
763,pg2102,29.12,2020-09-04
764,pg2103,27.19,2020-09-04
765,pg2104,26.32,2020-09-04
766,pg2105,25.95,2020-09-04
767,pg2106,25.95,2020-09-04
768,pg2107,25.95,2020-09-04
769,pg2108,25.95,2020-09-04
770,pg2011,31.82,2020-09-07
771,pg2012,29.63,2020-09-07
772,pg2101,32.31,2020-09-07
773,pg2102,32.31,2020-09-07
774,pg2103,32.93,2020-09-07
775,pg2104,32.93,2020-09-07
