,交易日期  ,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,"window.open(""/cn/gyjys/404.htm"", ""_self"");"
40,2021-01-04,ZC102P600,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0         ,"2,883     ",0         ,0.0,-0.0016,100.0,0.0,
41,2021-01-04,ZC102P610,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0         ,"1,060     ",0         ,0.0,-0.0023,96.05,0.0,
42,2021-01-04,ZC102P620,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0         ,990       ,0         ,0.0,-0.0032,91.31,0.0,
43,2021-01-04,ZC102P630,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0         ,936       ,0         ,0.0,-0.0043,86.45,0.0,
44,2021-01-04,ZC102P640,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,6         ,"1,309     ",3         ,0.01,-0.0059,81.47,0.0,
45,2021-01-04,ZC102P650,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,209       ,"3,930     ",-155      ,0.21,-0.008,76.37,0.0,
46,2021-01-04,ZC102P660,0.2,0.1,0.2,0.1,0.1,0.2,-0.1,0.0,357       ,"1,497     ",10        ,0.56,-0.0111,71.18,0.0,
47,2021-01-04,ZC102P670,0.3,0.2,0.2,0.1,0.1,0.2,-0.2,-0.1,299       ,"1,652     ",-147      ,0.41,-0.0158,65.94,0.0,
48,2021-01-04,ZC102P680,0.5,0.2,0.5,0.1,0.1,0.3,-0.4,-0.2,"1,022     ","1,784     ",-225      ,2.42,-0.0226,60.75,0.0,
49,2021-01-04,ZC102P690,0.7,0.5,0.7,0.2,0.3,0.4,-0.4,-0.3,"1,099     ","1,465     ",-108      ,3.59,-0.0341,55.8,0.0,
50,2021-01-04,ZC102P700,1.2,0.9,1.4,0.3,0.3,0.7,-0.9,-0.5,"1,442     ","1,648     ",-161      ,10.83,-0.0557,51.37,0.0,
51,2021-01-04,ZC102P710,2.0,1.3,2.5,0.5,0.7,1.2,-1.3,-0.8,756       ,814       ,8         ,10.59,-0.0963,47.8,0.0,
52,2021-01-04,ZC102P720,3.4,2.7,4.5,1.2,1.4,2.3,-2.0,-1.1,"1,588     ",840       ,183       ,41.78,-0.17,45.35,0.0,
53,2021-01-04,ZC102P730,5.6,4.7,7.5,2.5,2.5,4.5,-3.1,-1.1,973       ,716       ,77        ,48.2,-0.2885,44.08,0.0,
54,2021-01-04,ZC102P740,9.0,9.0,12.9,5.0,5.2,8.2,-3.8,-0.8,"1,145     ",765       ,210       ,95.71,-0.4439,43.81,0.0,
55,2021-01-04,ZC102P750,13.5,13.1,19.3,9.1,9.4,13.7,-4.1,0.2,946       ,438       ,13        ,128.17,-0.6061,44.29,0.0,
56,2021-01-04,ZC102P760,19.5,19.6,27.3,15.1,15.8,20.8,-3.7,1.3,771       ,385       ,-47       ,152.2,-0.7447,45.26,0.0,
57,2021-01-04,ZC102P770,26.4,28.8,33.8,22.8,24.9,29.0,-1.5,2.6,318       ,203       ,27        ,83.65,-0.8462,46.56,0.0,
58,2021-01-04,ZC102P780,34.2,41.1,44.5,37.7,37.7,38.1,3.5,3.9,20        ,95        ,8         ,7.72,-0.9118,48.04,0.0,
59,2021-01-04,ZC102P790,42.8,46.8,46.8,46.8,46.8,47.6,4.0,4.8,10        ,67        ,10        ,4.68,-0.951,49.63,0.0,
60,2021-01-04,ZC102P800,51.8,0.0,0.0,0.0,0.0,57.3,5.5,5.5,0         ,5         ,0         ,0.0,-0.9735,51.26,0.0,
61,2021-01-04,ZC102P810,61.2,0.0,0.0,0.0,0.0,67.1,5.9,5.9,0         ,34        ,0         ,0.0,-0.9862,52.92,0.0,
62,2021-01-04,ZC103C500,202.4,0.0,0.0,0.0,0.0,194.9,-7.5,-7.5,0         ,0         ,0         ,0.0,0.995,48.37,0.0,
63,2021-01-04,ZC103C510,192.5,0.0,0.0,0.0,0.0,184.9,-7.6,-7.6,0         ,0         ,0         ,0.0,0.9926,47.17,0.0,
64,2021-01-04,ZC103C520,182.6,0.0,0.0,0.0,0.0,175.0,-7.6,-7.6,0         ,0         ,0         ,0.0,0.9902,45.99,0.0,
65,2021-01-04,ZC103C530,172.7,0.0,0.0,0.0,0.0,165.1,-7.6,-7.6,0         ,22        ,0         ,0.0,0.9864,44.82,0.0,
66,2021-01-04,ZC103C540,162.9,0.0,0.0,0.0,0.0,155.2,-7.7,-7.7,0         ,39        ,0         ,0.0,0.9825,43.65,0.0,
67,2021-01-04,ZC103C550,153.1,0.0,0.0,0.0,0.0,145.4,-7.7,-7.7,0         ,50        ,0         ,0.0,0.9768,42.51,0.0,
68,2021-01-04,ZC103C560,143.4,0.0,0.0,0.0,0.0,135.6,-7.8,-7.8,0         ,53        ,0         ,0.0,0.9707,41.38,0.0,
69,2021-01-04,ZC103C570,133.7,0.0,0.0,0.0,0.0,125.9,-7.8,-7.8,0         ,134       ,0         ,0.0,0.9621,40.27,0.0,
70,2021-01-04,ZC103C580,124.1,0.0,0.0,0.0,0.0,116.2,-7.9,-7.9,0         ,88        ,0         ,0.0,0.9525,39.2,0.0,
71,2021-01-04,ZC103C590,114.6,0.0,0.0,0.0,0.0,106.7,-7.9,-7.9,0         ,72        ,0         ,0.0,0.939,38.16,0.0,
72,2021-01-04,ZC103C600,105.2,0.0,0.0,0.0,0.0,97.2,-8.0,-8.0,0         ,252       ,0         ,0.0,0.9236,37.16,0.0,
73,2021-01-04,ZC103C610,95.9,0.0,0.0,0.0,0.0,88.0,-7.9,-7.9,0         ,138       ,0         ,0.0,0.9035,36.22,0.0,
74,2021-01-04,ZC103C620,86.9,0.0,0.0,0.0,0.0,79.0,-7.9,-7.9,0         ,291       ,0         ,0.0,0.8789,35.35,0.0,
75,2021-01-04,ZC103C630,78.0,0.0,0.0,0.0,0.0,70.2,-7.8,-7.8,0         ,205       ,0         ,0.0,0.8499,34.56,0.0,
76,2021-01-04,ZC103C640,69.5,0.0,0.0,0.0,0.0,61.8,-7.7,-7.7,0         ,251       ,0         ,0.0,0.8134,33.87,0.0,
77,2021-01-04,ZC103C650,61.4,51.8,53.4,51.8,53.4,53.9,-8.0,-7.5,5         ,196       ,0         ,2.62,0.7706,33.3,0.0,
78,2021-01-04,ZC103C660,53.6,46.9,50.4,44.7,50.4,46.5,-3.2,-7.1,33        ,226       ,-1        ,15.11,0.7219,32.86,0.0,
79,2021-01-04,ZC103C670,46.6,40.0,43.2,40.0,43.2,39.6,-3.4,-7.0,3         ,166       ,-1        ,1.23,0.6676,32.57,0.0,
80,2021-01-04,ZC103C680,40.1,33.5,35.1,31.1,35.1,33.5,-5.0,-6.6,44        ,196       ,7         ,14.87,0.6082,32.43,0.0,
81,2021-01-04,ZC103C690,34.3,29.7,31.1,26.2,30.8,28.2,-3.5,-6.1,43        ,192       ,-7        ,12.19,0.5469,32.46,0.0,
82,2021-01-04,ZC103C700,29.3,24.5,26.3,22.3,25.0,23.5,-4.3,-5.8,61        ,562       ,14        ,14.39,0.4858,32.64,0.0,
83,2021-01-04,ZC103C710,25.0,20.4,21.5,18.5,20.8,19.5,-4.2,-5.5,122       ,229       ,26        ,24.28,0.4267,32.97,0.0,
84,2021-01-04,ZC103C720,21.4,20.0,20.0,14.9,16.2,16.2,-5.2,-5.2,94        ,270       ,-18       ,15.55,0.3718,33.44,0.0,
85,2021-01-04,ZC103C730,18.3,15.0,15.0,12.5,14.2,13.6,-4.1,-4.7,116       ,270       ,27        ,15.73,0.3228,34.02,0.0,
86,2021-01-04,ZC103C740,15.9,12.8,12.9,10.2,11.4,11.4,-4.5,-4.5,70        ,292       ,26        ,7.6,0.2786,34.7,0.0,
87,2021-01-04,ZC103C750,13.7,10.9,10.9,8.7,8.9,9.6,-4.8,-4.1,177       ,443       ,70        ,16.64,0.2407,35.46,0.0,
88,2021-01-04,ZC103C760,12.1,9.2,9.3,6.9,7.4,8.1,-4.7,-4.0,173       ,360       ,40        ,13.39,0.2081,36.27,0.0,
89,2021-01-04,ZC103C770,10.6,7.7,8.1,5.7,6.2,6.9,-4.4,-3.7,620       ,695       ,-104      ,44.03,0.1798,37.13,0.0,
90,2021-01-04,ZC103C780,9.5,7.5,7.5,4.7,5.1,5.9,-4.4,-3.6,"1,392     ",951       ,-731      ,76.54,0.1563,38.01,0.0,
91,2021-01-04,ZC103P500,0.4,0.0,0.0,0.0,0.0,0.2,-0.2,-0.2,0         ,526       ,0         ,0.0,-0.007,48.37,0.0,
92,2021-01-04,ZC103P510,0.5,0.0,0.0,0.0,0.0,0.3,-0.2,-0.2,0         ,271       ,0         ,0.0,-0.0091,47.17,0.0,
93,2021-01-04,ZC103P520,0.7,0.0,0.0,0.0,0.0,0.4,-0.3,-0.3,0         ,318       ,0         ,0.0,-0.0112,45.99,0.0,
94,2021-01-04,ZC103P530,0.8,0.8,0.8,0.8,0.8,0.5,0.0,-0.3,3         ,264       ,-3        ,0.02,-0.0147,44.82,0.0,
95,2021-01-04,ZC103P540,1.0,0.9,0.9,0.9,0.9,0.6,-0.1,-0.4,3         ,455       ,0         ,0.03,-0.0183,43.65,0.0,
96,2021-01-04,ZC103P550,1.2,0.0,0.0,0.0,0.0,0.8,-0.4,-0.4,0         ,330       ,0         ,0.0,-0.0236,42.51,0.0,
97,2021-01-04,ZC103P560,1.4,1.1,1.1,1.1,1.1,1.0,-0.3,-0.4,4         ,259       ,0         ,0.04,-0.0295,41.38,0.0,
98,2021-01-04,ZC103P570,1.7,1.3,1.3,1.3,1.3,1.3,-0.4,-0.4,4         ,241       ,0         ,0.05,-0.0378,40.27,0.0,
99,2021-01-04,ZC103P580,2.1,1.8,1.8,1.8,1.8,1.6,-0.3,-0.5,1         ,617       ,0         ,0.02,-0.0471,39.2,0.0,
100,2021-01-04,ZC103P590,2.6,2.4,2.5,2.1,2.2,2.1,-0.4,-0.5,183       ,537       ,50        ,4.2,-0.0603,38.16,0.0,
101,2021-01-04,ZC103P600,3.2,2.6,3.3,2.6,2.7,2.6,-0.5,-0.6,311       ,"1,325     ",-22       ,9.24,-0.0754,37.16,0.0,
102,2021-01-04,ZC103P610,3.9,3.7,4.0,3.1,3.4,3.4,-0.5,-0.5,159       ,365       ,-11       ,5.61,-0.0953,36.22,0.0,
103,2021-01-04,ZC103P620,4.9,4.8,4.9,3.6,3.8,4.4,-1.1,-0.5,178       ,372       ,14        ,7.93,-0.1196,35.35,0.0,
104,2021-01-04,ZC103P630,5.9,6.2,6.2,4.8,4.9,5.5,-1.0,-0.4,130       ,438       ,35        ,7.4,-0.1484,34.56,0.0,
105,2021-01-04,ZC103P640,7.5,7.0,8.0,6.2,6.3,7.2,-1.2,-0.3,156       ,503       ,-42       ,11.4,-0.1847,33.87,0.0,
106,2021-01-04,ZC103P650,9.3,9.0,10.2,7.6,8.0,9.2,-1.3,-0.1,162       ,417       ,24        ,14.12,-0.2273,33.3,0.0,
107,2021-01-04,ZC103P660,11.5,12.1,13.6,9.5,9.5,11.7,-2.0,0.2,130       ,279       ,19        ,15.14,-0.2759,32.86,0.0,
108,2021-01-04,ZC103P670,14.5,15.6,16.7,12.4,13.3,14.8,-1.2,0.3,97        ,363       ,6         ,14.49,-0.3301,32.57,0.0,
109,2021-01-04,ZC103P680,18.0,20.2,20.5,15.7,16.8,18.7,-1.2,0.7,120       ,433       ,-24       ,22.8,-0.3894,32.43,0.0,
110,2021-01-04,ZC103P690,22.1,21.3,26.1,19.9,21.0,23.4,-1.1,1.3,111       ,274       ,-7        ,25.51,-0.4507,32.46,0.0,
111,2021-01-04,ZC103P700,27.1,28.0,31.9,24.6,24.6,28.7,-2.5,1.6,35        ,226       ,27        ,9.75,-0.5118,32.64,0.0,
112,2021-01-04,ZC103P710,32.8,36.0,36.1,29.8,29.9,34.7,-2.9,1.9,23        ,143       ,3         ,7.7,-0.5709,32.97,0.0,
113,2021-01-04,ZC103P720,39.1,40.7,44.7,36.3,36.3,41.4,-2.8,2.3,26        ,114       ,-2        ,10.94,-0.6259,33.44,0.0,
114,2021-01-04,ZC103P730,46.0,49.5,49.5,48.2,48.2,48.7,2.2,2.7,20        ,104       ,0         ,9.77,-0.675,34.02,0.0,
115,2021-01-04,ZC103P740,53.6,51.5,51.5,50.8,50.8,56.4,-2.8,2.8,30        ,167       ,-10       ,15.31,-0.7193,34.7,0.0,
116,2021-01-04,ZC103P750,61.4,66.4,66.4,63.7,63.7,64.7,2.3,3.3,3         ,88        ,0         ,1.95,-0.7574,35.46,0.0,
117,2021-01-04,ZC103P760,69.8,0.0,0.0,0.0,0.0,73.2,3.4,3.4,0         ,71        ,0         ,0.0,-0.7901,36.27,0.0,
118,2021-01-04,ZC103P770,78.2,0.0,0.0,0.0,0.0,81.9,3.7,3.7,0         ,10        ,0         ,0.0,-0.8186,37.13,0.0,
119,2021-01-04,ZC103P780,87.1,0.0,0.0,0.0,0.0,90.9,3.8,3.8,0         ,4         ,0         ,0.0,-0.8422,38.01,0.0,
120,2021-01-04,ZC105C500,173.3,0.0,0.0,0.0,0.0,169.4,-3.9,-3.9,0         ,4         ,0         ,0.0,0.9791,30.72,0.0,
121,2021-01-04,ZC105C510,163.8,0.0,0.0,0.0,0.0,159.7,-4.1,-4.1,0         ,0         ,0         ,0.0,0.9701,30.61,0.0,
122,2021-01-04,ZC105C520,154.2,0.0,0.0,0.0,0.0,150.2,-4.0,-4.0,0         ,0         ,0         ,0.0,0.9591,30.5,0.0,
123,2021-01-04,ZC105C530,144.9,0.0,0.0,0.0,0.0,140.8,-4.1,-4.1,0         ,3         ,0         ,0.0,0.9459,30.39,0.0,
124,2021-01-04,ZC105C540,135.6,0.0,0.0,0.0,0.0,131.6,-4.0,-4.0,0         ,3         ,0         ,0.0,0.9314,30.28,0.0,
125,2021-01-04,ZC105C550,126.4,0.0,0.0,0.0,0.0,122.6,-3.8,-3.8,0         ,17        ,0         ,0.0,0.913,30.18,0.0,
126,2021-01-04,ZC105C560,117.6,0.0,0.0,0.0,0.0,113.7,-3.9,-3.9,0         ,80        ,0         ,0.0,0.8935,30.08,0.0,
127,2021-01-04,ZC105C570,108.8,100.0,100.0,100.0,100.0,105.2,-8.8,-3.6,1         ,23        ,0         ,1.0,0.8701,29.98,0.0,
128,2021-01-04,ZC105C580,100.4,0.0,0.0,0.0,0.0,96.9,-3.5,-3.5,0         ,53        ,0         ,0.0,0.8448,29.88,0.0,
129,2021-01-04,ZC105C590,92.2,0.0,0.0,0.0,0.0,88.9,-3.3,-3.3,0         ,88        ,0         ,0.0,0.8167,29.79,0.0,
130,2021-01-04,ZC105C600,84.5,80.6,80.6,80.6,80.6,81.3,-3.9,-3.2,1         ,49        ,1         ,0.81,0.7857,29.7,0.0,
131,2021-01-04,ZC105C610,77.0,0.0,0.0,0.0,0.0,73.9,-3.1,-3.1,0         ,136       ,0         ,0.0,0.7531,29.61,0.0,
132,2021-01-04,ZC105C620,70.1,65.8,66.1,65.5,66.1,67.1,-4.0,-3.0,4         ,141       ,-2        ,2.63,0.7174,29.52,0.0,
133,2021-01-04,ZC105C630,63.4,64.0,64.0,61.6,61.6,60.4,-1.8,-3.0,12        ,177       ,0         ,7.44,0.6808,29.45,0.0,
134,2021-01-04,ZC105C640,57.4,0.0,0.0,0.0,0.0,54.4,-3.0,-3.0,0         ,256       ,0         ,0.0,0.6417,29.38,0.0,
135,2021-01-04,ZC105C650,51.7,46.3,47.7,45.0,47.4,48.5,-4.3,-3.2,34        ,369       ,0         ,15.54,0.6024,29.34,0.0,
136,2021-01-04,ZC105C660,46.6,43.5,45.5,41.8,45.0,43.4,-1.6,-3.2,24        ,263       ,3         ,10.46,0.5619,29.34,0.0,
137,2021-01-04,ZC105C670,41.8,40.3,40.9,36.1,38.8,38.5,-3.0,-3.3,101       ,408       ,-29       ,39.59,0.5216,29.41,0.0,
138,2021-01-04,ZC105C680,37.7,35.1,37.7,31.4,37.7,34.5,0.0,-3.2,116       ,440       ,-19       ,38.33,0.4823,29.57,0.0,
139,2021-01-04,ZC105C690,33.7,32.7,32.7,28.4,28.4,30.5,-5.3,-3.2,70        ,396       ,-18       ,20.77,0.4439,29.79,0.0,
140,2021-01-04,ZC105C700,30.3,28.5,30.0,24.6,27.5,27.3,-2.8,-3.0,188       ,523       ,-36       ,49.3,0.408,30.03,0.0,
141,2021-01-04,ZC105C710,27.2,24.3,25.5,22.0,24.5,24.2,-2.7,-3.0,189       ,498       ,52        ,43.86,0.3729,30.29,0.0,
142,2021-01-04,ZC105C720,24.3,21.8,22.1,19.8,21.1,21.6,-3.2,-2.7,148       ,631       ,14        ,31.81,0.3412,30.55,0.0,
143,2021-01-04,ZC105C730,21.9,9.0,20.0,9.0,18.9,19.1,-3.0,-2.8,174       ,408       ,-27       ,31.79,0.3104,30.81,0.0,
144,2021-01-04,ZC105C740,19.5,18.2,18.8,15.1,16.4,17.0,-3.1,-2.5,320       ,"1,324     ",-12       ,52.69,0.2823,31.06,0.0,
145,2021-01-04,ZC105C750,17.7,15.0,16.0,14.4,16.0,15.1,-1.7,-2.6,59        ,310       ,-4        ,8.85,0.2563,31.31,0.0,
146,2021-01-04,ZC105C760,15.9,13.6,14.3,12.0,13.3,13.2,-2.6,-2.7,142       ,612       ,-22       ,19.31,0.231,31.56,0.0,
147,2021-01-04,ZC105C770,14.2,11.9,12.8,10.7,11.6,11.9,-2.6,-2.3,151       ,330       ,10        ,17.95,0.2099,31.8,0.0,
148,2021-01-04,ZC105C780,12.9,11.8,11.8,9.6,10.2,10.5,-2.7,-2.4,269       ,"1,061     ",88        ,28.11,0.1891,32.04,0.0,
149,2021-01-04,ZC105P500,2.7,3.0,3.0,2.5,2.5,1.0,-0.2,-1.7,60        ,"1,673     ",26        ,1.68,-0.0242,30.72,0.0,
150,2021-01-04,ZC105P510,3.2,3.0,3.0,3.0,3.0,1.4,-0.2,-1.8,1         ,129       ,0         ,0.03,-0.0319,30.61,0.0,
151,2021-01-04,ZC105P520,3.6,3.4,3.4,3.4,3.4,1.9,-0.2,-1.7,10        ,136       ,0         ,0.34,-0.0417,30.5,0.0,
152,2021-01-04,ZC105P530,4.2,4.1,4.1,3.9,3.9,2.5,-0.3,-1.7,17        ,296       ,-1        ,0.57,-0.0538,30.39,0.0,
153,2021-01-04,ZC105P540,5.0,4.7,4.7,4.5,4.5,3.2,-0.5,-1.8,10        ,300       ,8         ,0.47,-0.0673,30.28,0.0,
154,2021-01-04,ZC105P550,5.7,5.4,6.0,5.0,5.4,4.2,-0.3,-1.5,161       ,"1,574     ",31        ,8.7,-0.0847,30.18,0.0,
155,2021-01-04,ZC105P560,6.9,6.7,7.3,5.9,6.3,5.3,-0.6,-1.6,554       ,605       ,43        ,35.86,-0.1035,30.08,0.0,
156,2021-01-04,ZC105P570,8.0,7.7,8.6,7.1,7.3,6.8,-0.7,-1.2,209       ,918       ,4         ,16.55,-0.126,29.98,0.0,
157,2021-01-04,ZC105P580,9.6,9.3,10.4,8.3,8.8,8.5,-0.8,-1.1,132       ,735       ,61        ,12.43,-0.1507,29.88,0.0,
158,2021-01-04,ZC105P590,11.3,11.8,12.2,10.0,10.8,10.4,-0.5,-0.9,214       ,681       ,54        ,23.31,-0.1783,29.79,0.0,
159,2021-01-04,ZC105P600,13.6,12.9,15.0,12.2,12.9,12.7,-0.7,-0.9,938       ,"5,124     ",386       ,127.46,-0.2087,29.7,0.0,
160,2021-01-04,ZC105P610,16.0,16.7,17.3,14.1,14.8,15.3,-1.2,-0.7,52        ,987       ,15        ,8.44,-0.241,29.61,0.0,
161,2021-01-04,ZC105P620,19.0,20.1,20.1,16.7,17.8,18.4,-1.2,-0.6,44        ,718       ,12        ,8.01,-0.2763,29.52,0.0,
162,2021-01-04,ZC105P630,22.3,22.2,24.6,11.9,11.9,21.6,-10.4,-0.7,222       ,713       ,62        ,50.73,-0.3126,29.45,0.0,
163,2021-01-04,ZC105P640,26.3,26.3,28.8,23.3,24.5,25.6,-1.8,-0.7,167       ,"1,106     ",91        ,44.9,-0.3515,29.38,0.0,
164,2021-01-04,ZC105P650,30.4,31.9,32.8,27.3,28.7,29.6,-1.7,-0.8,240       ,730       ,-35       ,73.5,-0.3908,29.34,0.0,
165,2021-01-04,ZC105P660,35.3,35.6,39.1,31.1,33.3,34.5,-2.0,-0.8,485       ,"1,012     ",-267      ,169.79,-0.4311,29.34,0.0,
166,2021-01-04,ZC105P670,40.4,40.0,43.6,36.1,38.1,39.5,-2.3,-0.9,387       ,954       ,-113      ,158.52,-0.4714,29.41,0.0,
167,2021-01-04,ZC105P680,46.2,46.5,47.9,41.9,43.9,45.4,-2.3,-0.8,117       ,585       ,6         ,53.77,-0.5107,29.57,0.0,
168,2021-01-04,ZC105P690,52.2,54.5,55.4,49.7,49.7,51.4,-2.5,-0.8,128       ,212       ,1         ,67.61,-0.5493,29.79,0.0,
