,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,date
50,zn2010                        ,4634,8976,215,803.4625,0,0.210362,2020-09-02
51,zn2011                        ,748,2657,87,81.8235,0,0.194416,2020-09-02
52,zn2012                        ,10,61,1,1.2515,0,0.204516,2020-09-02
53,zn2010                        ,3718,9170,194,491.124,0,0.201743,2020-09-03
54,zn2011                        ,799,2743,86,116.096,0,0.192408,2020-09-03
55,zn2012                        ,1,62,1,0.02,0,0.234607,2020-09-03
56,zn2010                        ,9374,9665,495,1081.6405,0,0.203938,2020-09-04
57,zn2011                        ,1999,2915,172,209.4835,0,0.191848,2020-09-04
58,zn2012                        ,1,63,1,0.025,0,0.234377,2020-09-04
59,zn2010                        ,7682,9586,-79,758.472,0,0.215171,2020-09-07
60,zn2011                        ,1272,2916,1,129.658,0,0.191166,2020-09-07
61,zn2012                        ,1,64,1,0.034,0,0.206583,2020-09-07
62,zn2010                        ,3589,9603,17,228.825,0,0.203412,2020-09-08
63,zn2011                        ,748,2900,-16,56.4315,0,0.191171,2020-09-08
64,zn2012                        ,5,66,2,0.2105,0,0.204822,2020-09-08
65,zn2010                        ,12972,8546,-1057,1190.6675,0,0.223531,2020-09-09
66,zn2011                        ,4043,3653,753,429.4045,0,0.195744,2020-09-09
67,zn2012                        ,24,75,9,1.923,0,0.203368,2020-09-09
68,zn2010                        ,8016,8748,202,756.728,0,0.225574,2020-09-10
69,zn2011                        ,2416,3395,-258,273.4275,0,0.198854,2020-09-10
70,zn2012                        ,13,82,7,2.0955,0,0.189179,2020-09-10
71,zn2010                        ,7226,8818,70,569.527,0,0.217156,2020-09-11
72,zn2011                        ,1577,3462,67,172.0205,0,0.199715,2020-09-11
73,zn2012                        ,15,87,5,1.605,0,0.193233,2020-09-11
74,zn2010                        ,9676,8810,-8,757.277,0,0.222676,2020-09-14
75,zn2011                        ,2367,3850,388,266.8025,0,0.197415,2020-09-14
76,zn2012                        ,1,87,0,0.0365,0,0.229017,2020-09-14
77,zn2010                        ,7424,8870,60,811.4325,0,0.228593,2020-09-15
78,zn2011                        ,2019,3997,147,256.955,0,0.200484,2020-09-15
79,zn2012                        ,1,88,1,0.0855,0,0.188587,2020-09-15
80,zn2010                        ,6261,9265,395,543.497,0,0.225788,2020-09-16
81,zn2011                        ,1670,3926,-71,143.171,0,0.206276,2020-09-16
82,zn2012                        ,120,141,53,6.245,0,0.212194,2020-09-16
83,zn2010                        ,10262,9642,377,991.633,0,0.239178,2020-09-17
84,zn2011                        ,3368,4429,503,309.775,0,0.217496,2020-09-17
85,zn2012                        ,900,627,486,87.217,0,0.217847,2020-09-17
86,zn2010                        ,10483,10318,676,834.2175,0,0.238123,2020-09-18
87,zn2011                        ,6398,4357,-72,740.163,0,0.213396,2020-09-18
88,zn2012                        ,1040,983,356,157.182,0,0.238794,2020-09-18
89,zn2101                        ,105,101,101,27.8195,0,0.204006,2020-09-18
90,zn2010                        ,8686,10999,681,948.355,0,0.281158,2020-09-21
91,zn2011                        ,1932,4539,182,221.6825,0,0.227125,2020-09-21
92,zn2012                        ,519,1275,292,86.213,0,0.232383,2020-09-21
93,zn2101                        ,21,116,15,2.009,0,0.231605,2020-09-21
94,zn2010                        ,10205,10113,-886,761.7345,0,0.280635,2020-09-22
95,zn2011                        ,5535,5226,687,600.592,0,0.238292,2020-09-22
96,zn2012                        ,1641,1418,143,324.18,0,0.232546,2020-09-22
97,zn2101                        ,8,124,8,0.82,0,0.220509,2020-09-22
98,zn2010                        ,9603,9402,-711,1221.294,76,0.286985,2020-09-23
99,zn2011                        ,4050,5458,232,502.1635,0,0.235205,2020-09-23
100,zn2012                        ,1245,1443,25,189.007,0,0.239436,2020-09-23
101,zn2101                        ,13,131,7,1.874,0,0.244577,2020-09-23
102,zn2010                        ,7681,0,-9402,628.6345,1489,0.249661,2020-09-24
103,zn2011                        ,5583,5982,524,716.461,0,0.245913,2020-09-24
104,zn2012                        ,1418,1692,249,253.3435,0,0.250025,2020-09-24
105,zn2101                        ,4,127,-4,0.263,0,0.23963,2020-09-24
106,zn2011                        ,6411,6489,507,753.619,0,0.252008,2020-09-25
107,zn2012                        ,743,1739,47,147.235,0,0.250061,2020-09-25
108,zn2101                        ,8,123,-4,0.564,0,0.24267,2020-09-25
109,zn2011                        ,5466,7505,1016,642.518,0,0.272432,2020-09-28
110,zn2012                        ,1098,1806,67,139.738,0,0.266792,2020-09-28
111,zn2101                        ,5,128,5,0.6085,0,0.241585,2020-09-28
112,zn2011                        ,6100,7749,244,777.494,0,0.276485,2020-09-29
113,zn2012                        ,1144,1896,90,139.033,0,0.278906,2020-09-29
114,zn2101                        ,27,152,24,2.931,0,0.266402,2020-09-29
115,zn2011                        ,3295,7665,-84,398.8465,0,0.279675,2020-09-30
116,zn2012                        ,881,2011,115,132.1445,0,0.258732,2020-09-30
117,zn2101                        ,20,172,20,2.536,0,0.237406,2020-09-30
118,zn2011                        ,5359,6680,-985,331.407,0,0.250905,2020-10-09
119,zn2012                        ,907,2007,-4,112.5915,0,0.226994,2020-10-09
120,zn2101                        ,41,193,21,4.2255,0,0.224329,2020-10-09
121,zn2011                        ,6533,6352,-328,507.675,0,0.236207,2020-10-12
122,zn2012                        ,1945,2103,96,218.64,0,0.232341,2020-10-12
123,zn2101                        ,8,194,1,0.3345,0,0.228081,2020-10-12
124,zn2011                        ,2786,6584,232,290.6905,0,0.223326,2020-10-13
125,zn2012                        ,1322,2243,140,133.4445,0,0.225835,2020-10-13
126,zn2101                        ,9,196,2,0.3965,0,0.219673,2020-10-13
127,zn2011                        ,4803,6681,97,379.5955,0,0.207801,2020-10-14
128,zn2012                        ,1431,2331,88,122.4585,0,0.211249,2020-10-14
129,zn2101                        ,5,197,1,0.201,0,0.215045,2020-10-14
130,zn2011                        ,5552,6947,266,358.661,0,0.203278,2020-10-15
131,zn2012                        ,1347,2372,41,129.4475,0,0.210469,2020-10-15
132,zn2101                        ,4,199,2,0.13,0,0.221958,2020-10-15
133,zn2011                        ,6252,7388,441,423.3845,0,0.211714,2020-10-16
134,zn2012                        ,1569,2635,263,115.3025,0,0.217481,2020-10-16
135,zn2101                        ,689,454,255,64.71,0,0.218599,2020-10-16
136,zn2011                        ,5770,7548,160,455.914,0,0.22356,2020-10-19
137,zn2012                        ,2145,2974,339,253.8405,0,0.216826,2020-10-19
138,zn2101                        ,588,607,153,86.0265,0,0.216719,2020-10-19
139,zn2011                        ,5444,7656,108,331.4665,0,0.219465,2020-10-20
140,zn2012                        ,1127,3244,270,74.6795,0,0.227003,2020-10-20
141,zn2101                        ,462,697,90,50.169,0,0.215733,2020-10-20
142,zn2011                        ,9344,8192,536,872.9935,0,0.203208,2020-10-21
143,zn2012                        ,3255,3559,315,281.3615,0,0.225502,2020-10-21
144,zn2101                        ,1378,954,257,192.4385,0,0.225869,2020-10-21
145,zn2011                        ,6137,8268,76,523.185,41,0.205577,2020-10-22
146,zn2012                        ,3014,3823,264,264.044,0,0.228869,2020-10-22
147,zn2101                        ,1176,1072,118,173.861,0,0.225002,2020-10-22
148,zn2011                        ,8945,8278,10,1330.842,28,0.175906,2020-10-23
149,zn2012                        ,3702,3971,148,423.605,0,0.225845,2020-10-23
150,zn2101                        ,1036,1345,273,164.239,0,0.221756,2020-10-23
151,zn2011                        ,8828,0,-8278,366.5975,1194,0.161747,2020-10-26
152,zn2012                        ,2407,4103,132,191.78,0,0.213933,2020-10-26
153,zn2101                        ,489,1421,76,35.096,0,0.221097,2020-10-26
154,zn2012                        ,5183,4398,295,297.193,0,0.210756,2020-10-27
155,zn2101                        ,681,1405,-16,51.2505,0,0.210674,2020-10-27
156,zn2012                        ,10193,5468,1070,789.5505,0,0.210032,2020-10-28
157,zn2101                        ,1793,1751,346,296.98,0,0.199831,2020-10-28
158,zn2012                        ,10734,5691,223,835.531,0,0.222096,2020-10-29
159,zn2101                        ,1009,1926,175,137.224,0,0.209844,2020-10-29
160,zn2012                        ,9683,5863,172,863.759,0,0.21486,2020-10-30
161,zn2101                        ,1543,2074,148,316.8725,0,0.208595,2020-10-30
162,zn2012                        ,8452,5668,-195,518.7545,0,0.233562,2020-11-02
163,zn2101                        ,1017,2215,141,72.501,0,0.214189,2020-11-02
164,zn2102                        ,0,0,0,0.0,0,0.214189,2020-11-02
165,zn2012                        ,9283,6177,509,827.9285,0,0.233532,2020-11-03
166,zn2101                        ,1652,2448,233,238.933,0,0.213634,2020-11-03
167,zn2102                        ,0,0,0,0.0,0,0.213634,2020-11-03
168,zn2012                        ,11440,6297,120,712.4685,0,0.238355,2020-11-04
169,zn2101                        ,1725,2539,91,233.933,0,0.212864,2020-11-04
170,zn2102                        ,0,0,0,0.0,0,0.212864,2020-11-04
171,zn2012                        ,10709,6749,452,1006.845,0,0.209777,2020-11-05
172,zn2101                        ,2772,3179,640,303.286,0,0.207047,2020-11-05
173,zn2102                        ,0,0,0,0.0,0,0.207047,2020-11-05
174,zn2012                        ,8839,6710,-39,514.0055,0,0.212558,2020-11-06
175,zn2101                        ,1826,3152,-27,161.8185,0,0.206312,2020-11-06
176,zn2102                        ,0,0,0,0.0,0,0.206312,2020-11-06
177,zn2012                        ,17381,8426,1716,1975.2505,0,0.231084,2020-11-09
178,zn2101                        ,5092,3565,413,738.2405,0,0.21374,2020-11-09
179,zn2102                        ,0,0,0,0.0,0,0.21374,2020-11-09
180,zn2012                        ,12742,8218,-208,1384.7295,0,0.233199,2020-11-10
181,zn2101                        ,4017,3305,-260,523.0425,0,0.21959,2020-11-10
182,zn2102                        ,7,7,7,0.9355,0,0.202491,2020-11-10
183,zn2103                        ,0,0,0,0.0,0,0.202491,2020-11-10
184,zn2012                        ,8545,8443,225,601.3065,0,0.222245,2020-11-11
185,zn2101                        ,2096,3401,96,209.8455,0,0.212797,2020-11-11
186,zn2102                        ,1,6,-1,0.1035,0,0.194862,2020-11-11
187,zn2103                        ,2,2,2,0.2125,0,0.194515,2020-11-11
188,zn2012                        ,13766,7836,-607,868.8415,0,0.206966,2020-11-12
189,zn2101                        ,3721,3842,441,387.488,0,0.206929,2020-11-12
190,zn2102                        ,2,4,-2,0.1565,0,0.19024,2020-11-12
191,zn2103                        ,0,2,0,0.0,0,0.19024,2020-11-12
192,zn2012                        ,8347,7983,147,544.455,0,0.188112,2020-11-13
193,zn2101                        ,3828,4283,441,257.9915,0,0.204494,2020-11-13
194,zn2102                        ,14,18,14,1.194,0,0.190838,2020-11-13
195,zn2103                        ,0,2,0,0.0,0,0.190838,2020-11-13
196,zn2012                        ,14997,8357,374,1458.0085,0,0.215109,2020-11-16
197,zn2101                        ,6531,4878,595,603.367,0,0.204458,2020-11-16
198,zn2102                        ,1,19,1,0.0265,0,0.202123,2020-11-16
199,zn2103                        ,2,4,2,0.217,0,0.19172,2020-11-16
200,zn2012                        ,14903,8620,263,1066.694,7,0.206545,2020-11-17
201,zn2101                        ,4377,5112,234,557.1205,0,0.209041,2020-11-17
202,zn2102                        ,1851,519,500,290.1085,0,0.195058,2020-11-17
203,zn2103                        ,2,5,1,2.0745,0,0.34578,2020-11-17
204,zn2012                        ,16206,9189,569,1620.7,15,0.221728,2020-11-18
205,zn2101                        ,3963,5394,282,680.762,0,0.211676,2020-11-18
206,zn2102                        ,568,734,215,142.9065,0,0.198883,2020-11-18
207,zn2103                        ,12,12,7,2.2885,0,0.196919,2020-11-18
208,zn2012                        ,13675,8696,-493,1047.9275,5,0.21164,2020-11-19
209,zn2101                        ,4752,5512,118,736.935,0,0.212424,2020-11-19
210,zn2102                        ,1231,834,100,312.633,0,0.199313,2020-11-19
211,zn2103                        ,1,11,-1,0.84,0,0.161697,2020-11-19
212,zn2012                        ,16709,8992,296,2225.4885,137,0.202037,2020-11-20
213,zn2101                        ,8153,5809,297,1115.847,0,0.208949,2020-11-20
214,zn2102                        ,1259,909,75,349.567,0,0.198592,2020-11-20
215,zn2103                        ,0,11,0,0.0,0,0.198592,2020-11-20
216,zn2012                        ,14738,7752,-1240,1281.279,306,0.247593,2020-11-23
217,zn2101                        ,6313,6051,242,909.422,0,0.222735,2020-11-23
218,zn2102                        ,1001,979,70,253.7705,0,0.207098,2020-11-23
219,zn2103                        ,5,16,5,0.9205,0,0.204105,2020-11-23
220,zn2104                        ,0,0,0,0.0,0,0.204105,2020-11-23
221,zn2012                        ,11099,0,-7752,1239.3865,1643,0.188948,2020-11-24
222,zn2101                        ,7107,6481,430,1053.611,0,0.211983,2020-11-24
223,zn2102                        ,1259,1309,330,266.1605,0,0.20862,2020-11-24
224,zn2103                        ,10,19,3,4.6225,0,0.231956,2020-11-24
225,zn2104                        ,0,0,0,0.0,0,0.231956,2020-11-24
226,zn2101                        ,9633,7093,612,1116.982,0,0.202892,2020-11-25
227,zn2102                        ,1672,1387,78,188.7865,0,0.203276,2020-11-25
228,zn2103                        ,12,28,9,1.1395,0,0.205932,2020-11-25
229,zn2104                        ,7,7,7,1.4305,0,0.200344,2020-11-25
230,zn2101                        ,8694,7893,800,1046.09,0,0.206006,2020-11-26
231,zn2102                        ,1054,1505,118,138.867,0,0.204279,2020-11-26
232,zn2103                        ,0,28,0,0.0,0,0.204279,2020-11-26
233,zn2104                        ,0,7,0,0.0,0,0.204279,2020-11-26
234,zn2101                        ,14350,9886,1993,2059.991,0,0.213018,2020-11-27
235,zn2102                        ,2512,1821,316,454.682,0,0.202038,2020-11-27
236,zn2103                        ,6,32,4,1.7815,0,0.210755,2020-11-27
237,zn2104                        ,0,7,0,0.0,0,0.210755,2020-11-27
238,zn2101                        ,21353,11900,2014,3574.7435,0,0.219087,2020-11-30
239,zn2102                        ,4715,2457,636,1128.322,0,0.203661,2020-11-30
240,zn2103                        ,13,42,10,1.466,0,0.195534,2020-11-30
241,zn2104                        ,0,7,0,0.0,0,0.195534,2020-11-30
242,zn2101                        ,12993,11827,-73,1761.5195,15,0.216527,2020-12-01
243,zn2102                        ,1969,2588,131,307.667,0,0.194327,2020-12-01
244,zn2103                        ,11,49,7,1.4605,0,0.187378,2020-12-01
245,zn2104                        ,5,9,2,0.516,0,0.198361,2020-12-01
246,zn2101                        ,13789,12027,200,1428.5815,0,0.224987,2020-12-02
247,zn2102                        ,2743,3053,465,458.304,0,0.207705,2020-12-02
248,zn2103                        ,26,73,24,8.5605,0,0.191585,2020-12-02
249,zn2104                        ,7,14,5,0.9405,0,0.196701,2020-12-02
250,zn2101                        ,15995,14082,2055,1552.036,0,0.215343,2020-12-03
251,zn2102                        ,2847,2536,-517,415.7135,0,0.199018,2020-12-03
252,zn2103                        ,5,76,3,0.5155,0,0.195408,2020-12-03
253,zn2104                        ,1,14,0,0.0965,0,0.192211,2020-12-03
254,zn2101                        ,15102,13275,-807,1295.702,0,0.21718,2020-12-04
255,zn2102                        ,1882,2850,314,184.6425,0,0.200858,2020-12-04
256,zn2103                        ,14,79,3,1.725,0,0.198544,2020-12-04
257,zn2104                        ,10,19,5,0.9715,0,0.195016,2020-12-04
258,zn2101                        ,20770,14269,994,1938.108,0,0.218495,2020-12-07
259,zn2102                        ,1989,2943,93,264.488,0,0.206791,2020-12-07
260,zn2103                        ,55,109,30,8.7465,0,0.198639,2020-12-07
261,zn2104                        ,1,20,1,0.101,0,0.196847,2020-12-07
262,zn2101                        ,18155,15148,879,1926.4705,5,0.230071,2020-12-08
263,zn2102                        ,2195,3127,184,374.3055,0,0.208948,2020-12-08
264,zn2103                        ,57,153,44,12.178,0,0.196035,2020-12-08
265,zn2104                        ,1,20,0,0.0825,0,0.199839,2020-12-08
266,zn2101                        ,16033,15201,53,1666.3725,0,0.221555,2020-12-09
267,zn2102                        ,3497,3312,185,517.47,0,0.205779,2020-12-09
268,zn2103                        ,8,157,4,1.4515,0,0.195326,2020-12-09
269,zn2104                        ,0,20,0,0.0,0,0.195326,2020-12-09
270,zn2101                        ,14362,15610,409,1473.7375,9,0.225137,2020-12-10
271,zn2102                        ,3895,3764,452,498.655,0,0.218722,2020-12-10
272,zn2103                        ,16,161,4,2.148,0,0.210811,2020-12-10
273,zn2104                        ,2,20,0,0.151,0,0.168367,2020-12-10
274,zn2101                        ,20609,13764,-1846,3713.1915,1,0.246909,2020-12-11
275,zn2102                        ,4815,3937,173,1094.929,0,0.227018,2020-12-11
276,zn2103                        ,68,213,52,19.737,0,0.209841,2020-12-11
277,zn2104                        ,52,56,36,11.501,0,0.203692,2020-12-11
278,zn2101                        ,13029,14296,532,1175.0065,0,0.249803,2020-12-14
279,zn2102                        ,2944,3830,-107,291.4615,0,0.226899,2020-12-14
280,zn2103                        ,1,213,0,0.075,0,0.211577,2020-12-14
281,zn2104                        ,0,56,0,0.0,0,0.211577,2020-12-14
282,zn2101                        ,9911,14677,381,904.6515,0,0.244481,2020-12-15
283,zn2102                        ,2001,4080,250,168.9425,0,0.226553,2020-12-15
284,zn2103                        ,1,213,0,0.3355,0,0.214347,2020-12-15
285,zn2104                        ,3,58,2,0.2585,0,0.209149,2020-12-15
286,zn2101                        ,11218,15204,527,981.7025,0,0.239262,2020-12-16
287,zn2102                        ,4504,4599,519,556.3735,0,0.221464,2020-12-16
288,zn2103                        ,495,481,268,124.844,0,0.211522,2020-12-16
289,zn2104                        ,7,61,3,0.796,0,0.206273,2020-12-16
290,zn2101                        ,13453,15442,238,1296.824,0,0.220539,2020-12-17
291,zn2102                        ,4158,4657,58,377.207,0,0.213235,2020-12-17
292,zn2103                        ,1036,1074,593,140.2335,0,0.208286,2020-12-17
293,zn2104                        ,3,61,0,0.3035,0,0.196387,2020-12-17
294,zn2101                        ,15099,15197,-245,1745.891,26,0.237712,2020-12-18
295,zn2102                        ,2722,5028,371,419.7025,0,0.21399,2020-12-18
296,zn2103                        ,827,1213,139,151.8765,0,0.207354,2020-12-18
297,zn2104                        ,0,61,0,0.0,0,0.207354,2020-12-18
298,zn2101                        ,17161,15676,479,1573.0975,131,0.273987,2020-12-21
299,zn2102                        ,3047,5131,103,459.6315,0,0.219156,2020-12-21
300,zn2103                        ,569,1253,40,131.389,0,0.213233,2020-12-21
301,zn2104                        ,0,61,0,0.0,0,0.213233,2020-12-21
302,zn2101                        ,11554,16153,477,926.775,0,0.264111,2020-12-22
303,zn2102                        ,3230,5264,133,399.62,0,0.219082,2020-12-22
304,zn2103                        ,800,1323,70,148.6345,0,0.212267,2020-12-22
305,zn2104                        ,0,61,0,0.0,0,0.212267,2020-12-22
306,zn2101                        ,12250,15266,-887,1209.149,0,0.292811,2020-12-23
307,zn2102                        ,3928,5500,236,457.3965,0,0.227018,2020-12-23
308,zn2103                        ,672,1412,89,107.4165,0,0.210391,2020-12-23
309,zn2104                        ,0,61,0,0.0,0,0.210391,2020-12-23
310,zn2101                        ,8374,15115,-151,353.4995,1,0.258843,2020-12-24
311,zn2102                        ,1581,5544,44,148.7245,0,0.213973,2020-12-24
312,zn2103                        ,759,1545,133,80.318,0,0.208838,2020-12-24
313,zn2104                        ,4,61,0,0.3925,0,0.198422,2020-12-24
314,zn2101                        ,12926,0,-15115,510.078,3125,0.211904,2020-12-25
315,zn2102                        ,1741,5695,151,240.1,0,0.213052,2020-12-25
316,zn2103                        ,296,1527,-18,22.2265,0,0.210091,2020-12-25
317,zn2104                        ,1,61,0,0.1355,0,0.200228,2020-12-25
318,zn2102                        ,8464,6897,1202,1018.561,0,0.221126,2020-12-28
319,zn2103                        ,1709,1585,58,175.5845,0,0.21186,2020-12-28
320,zn2104                        ,4,65,4,0.462,0,0.212337,2020-12-28
321,zn2102                        ,12189,7564,667,1973.9535,0,0.222226,2020-12-29
322,zn2103                        ,2181,1808,223,478.919,0,0.209983,2020-12-29
323,zn2104                        ,7,72,7,1.1585,0,0.232831,2020-12-29
324,zn2102                        ,10091,8393,829,1257.8025,0,0.222914,2020-12-30
325,zn2103                        ,1342,1941,133,181.2955,0,0.216799,2020-12-30
326,zn2104                        ,2,72,0,0.208,0,0.208338,2020-12-30
327,zn2105                        ,8,8,8,1.19,0,0.207772,2020-12-30
328,zn2102                        ,9535,8807,414,952.656,0,0.220429,2020-12-31
329,zn2103                        ,1824,2109,168,193.6035,0,0.213781,2020-12-31
330,zn2104                        ,2,72,0,0.123,0,0.228823,2020-12-31
331,zn2105                        ,1,9,1,0.1265,0,0.213975,2020-12-31
332,zn2102                        ,4325,8830,23,422.237,0,0.221166,2021-01-04
333,zn2103                        ,733,2136,27,85.1685,0,0.220494,2021-01-04
334,zn2104                        ,0,72,0,0.0,0,0.220494,2021-01-04
335,zn2105                        ,6,14,5,0.983,0,0.20371,2021-01-04
336,zn2102                        ,7430,9367,537,760.0465,0,0.218364,2021-01-05
337,zn2103                        ,1025,2233,97,155.1865,0,0.213885,2021-01-05
338,zn2104                        ,2,72,0,0.6995,0,0.200406,2021-01-05
339,zn2105                        ,1,15,1,0.132,0,0.202074,2021-01-05
340,zn2102                        ,6808,9857,490,619.468,0,0.214469,2021-01-06
341,zn2103                        ,1484,2299,66,145.45,0,0.217473,2021-01-06
342,zn2104                        ,1,72,0,0.0565,0,0.211982,2021-01-06
343,zn2105                        ,1,16,1,0.1015,0,0.206329,2021-01-06
344,zn2102                        ,12503,10147,290,1364.244,0,0.221054,2021-01-07
345,zn2103                        ,2988,2467,168,424.6775,0,0.224222,2021-01-07
346,zn2104                        ,0,72,0,0.0,0,0.224222,2021-01-07
347,zn2105                        ,3,19,3,0.38,0,0.21386,2021-01-07
348,zn2102                        ,11630,10292,145,1159.703,0,0.217144,2021-01-08
349,zn2103                        ,2502,2778,311,340.4285,0,0.223828,2021-01-08
350,zn2104                        ,5,73,1,0.629,0,0.222592,2021-01-08
351,zn2105                        ,8,27,8,1.0935,0,0.216068,2021-01-08
352,zn2102                        ,17342,10919,627,1765.9385,0,0.229614,2021-01-11
353,zn2103                        ,4724,3394,616,785.269,0,0.227348,2021-01-11
354,zn2104                        ,5,77,4,0.916,0,0.231347,2021-01-11
355,zn2105                        ,3,30,3,0.3875,0,0.228545,2021-01-11
356,zn2102                        ,12939,10455,-464,970.2875,0,0.236736,2021-01-12
357,zn2103                        ,2827,3258,-136,339.1735,0,0.230804,2021-01-12
358,zn2104                        ,2,78,1,0.3845,0,0.240211,2021-01-12
359,zn2105                        ,31,60,30,3.6735,0,0.241765,2021-01-12
360,zn2102                        ,9963,10865,410,877.983,0,0.220889,2021-01-13
361,zn2103                        ,2144,3354,96,235.177,0,0.230901,2021-01-13
362,zn2104                        ,5,81,3,0.621,0,0.219837,2021-01-13
363,zn2105                        ,0,60,0,0.0,0,0.219837,2021-01-13
364,zn2102                        ,15129,10757,-108,1347.88,0,0.218944,2021-01-14
365,zn2103                        ,4019,3652,298,575.481,0,0.226269,2021-01-14
366,zn2104                        ,1,82,1,0.0825,0,0.257917,2021-01-14
367,zn2105                        ,0,60,0,0.0,0,0.257917,2021-01-14
368,zn2102                        ,15786,11019,262,1550.194,17,0.214932,2021-01-15
369,zn2103                        ,3627,3967,315,564.755,0,0.222034,2021-01-15
370,zn2104                        ,25,107,25,5.4945,0,0.227046,2021-01-15
371,zn2105                        ,0,60,0,0.0,0,0.227046,2021-01-15
372,zn2102                        ,18607,11341,322,1924.444,27,0.219703,2021-01-18
373,zn2103                        ,4981,4738,771,689.33,0,0.224641,2021-01-18
374,zn2104                        ,130,194,87,21.214,0,0.223112,2021-01-18
375,zn2105                        ,4,60,0,0.373,0,0.238527,2021-01-18
376,zn2102                        ,9380,11887,546,679.145,0,0.208117,2021-01-19
377,zn2103                        ,2352,4873,135,232.721,0,0.223949,2021-01-19
378,zn2104                        ,242,308,114,47.8435,0,0.218447,2021-01-19
379,zn2105                        ,0,60,0,0.0,0,0.218447,2021-01-19
380,zn2102                        ,12643,12313,426,1081.2835,44,0.203188,2021-01-20
381,zn2103                        ,3224,5175,302,323.789,0,0.223603,2021-01-20
382,zn2104                        ,268,361,53,43.884,0,0.222094,2021-01-20
383,zn2105                        ,0,60,0,0.0,0,0.222094,2021-01-20
384,zn2102                        ,11164,12234,-79,864.331,0,0.196129,2021-01-21
385,zn2103                        ,3166,5082,-93,278.461,0,0.21632,2021-01-21
386,zn2104                        ,881,648,287,162.5665,0,0.216074,2021-01-21
