,交易日期  ,合约代码   ,昨结算    ,今开盘    ,最高价    ,最低价    ,今收盘    ,今结算    ,涨跌1     ,涨跌2     ,成交量(手),持仓量    ,增减量    ,成交额(万元),DELTA     ,隐含波动率,行权量,"window.open(""/cn/gyjys/404.htm"", ""_self"");"
63,2021-01-04,MA102P2500,64.5,50.0,87.0,36.5,42.0,60.5,-22.5,-4.0,960       ,852       ,28        ,52.26,-0.7275,42.27,0                              ,
64,2021-01-04,MA102P2550,104.5,98.5,132.5,70.5,80.0,104.0,-24.5,-0.5,579       ,655       ,17        ,62.21,-0.8618,47.85,0                              ,
65,2021-01-04,MA102P2600,149.5,142.0,181.0,114.0,125.5,151.0,-24.0,1.5,586       ,501       ,39        ,83.8,-0.926,54.05,0                              ,
66,2021-01-04,MA102P2650,197.0,171.0,220.0,162.5,175.5,200.0,-21.5,3.0,496       ,"1,866     ",-60       ,92.57,-0.958,60.07,0                              ,
67,2021-01-04,MA102P2700,245.5,213.5,213.5,213.5,213.5,249.0,-32.0,3.5,10        ,314       ,0         ,2.14,-0.9755,65.69,0                              ,
68,2021-01-04,MA102P2750,294.5,0.0,0.0,0.0,0.0,298.5,4.0,4.0,0         ,87        ,-27       ,0.0,-0.9852,70.91,27                             ,
69,2021-01-04,MA102P2800,344.0,0.0,0.0,0.0,0.0,348.5,4.5,4.5,0         ,213       ,0         ,0.0,-0.9907,75.77,0                              ,
70,2021-01-04,MA102P2850,393.5,0.0,0.0,0.0,0.0,398.0,4.5,4.5,0         ,0         ,0         ,0.0,-0.9941,80.3,0                              ,
71,2021-01-04,MA102P2900,443.5,0.0,0.0,0.0,0.0,448.0,4.5,4.5,0         ,0         ,0         ,0.0,-0.9963,84.54,0                              ,
72,2021-01-04,MA103C1650,809.0,0.0,0.0,0.0,0.0,817.0,8.0,8.0,0         ,0         ,0         ,0.0,1.0,46.06,0                              ,
73,2021-01-04,MA103C1675,784.0,0.0,0.0,0.0,0.0,792.0,8.0,8.0,0         ,0         ,0         ,0.0,1.0,45.32,0                              ,
74,2021-01-04,MA103C1700,759.0,0.0,0.0,0.0,0.0,767.0,8.0,8.0,0         ,0         ,0         ,0.0,1.0,44.59,0                              ,
75,2021-01-04,MA103C1725,734.0,0.0,0.0,0.0,0.0,742.0,8.0,8.0,0         ,6         ,0         ,0.0,1.0,43.86,0                              ,
76,2021-01-04,MA103C1750,709.0,0.0,0.0,0.0,0.0,717.0,8.0,8.0,0         ,3         ,0         ,0.0,1.0,43.14,0                              ,
77,2021-01-04,MA103C1775,684.0,0.0,0.0,0.0,0.0,692.0,8.0,8.0,0         ,3         ,0         ,0.0,1.0,42.41,0                              ,
78,2021-01-04,MA103C1800,659.0,0.0,0.0,0.0,0.0,667.0,8.0,8.0,0         ,3         ,0         ,0.0,0.9996,41.68,0                              ,
79,2021-01-04,MA103C1825,634.0,0.0,0.0,0.0,0.0,642.0,8.0,8.0,0         ,3         ,0         ,0.0,0.9988,40.96,0                              ,
80,2021-01-04,MA103C1850,609.0,0.0,0.0,0.0,0.0,617.0,8.0,8.0,0         ,3         ,0         ,0.0,0.9974,40.24,0                              ,
81,2021-01-04,MA103C1875,584.5,0.0,0.0,0.0,0.0,592.0,7.5,7.5,0         ,3         ,0         ,0.0,0.9961,39.52,0                              ,
82,2021-01-04,MA103C1900,559.5,0.0,0.0,0.0,0.0,567.0,7.5,7.5,0         ,15        ,0         ,0.0,0.9941,38.8,0                              ,
83,2021-01-04,MA103C1925,534.5,0.0,0.0,0.0,0.0,542.5,8.0,8.0,0         ,15        ,0         ,0.0,0.992,38.08,0                              ,
84,2021-01-04,MA103C1950,510.0,0.0,0.0,0.0,0.0,517.5,7.5,7.5,0         ,18        ,0         ,0.0,0.9897,37.37,0                              ,
85,2021-01-04,MA103C1975,485.0,0.0,0.0,0.0,0.0,493.0,8.0,8.0,0         ,21        ,0         ,0.0,0.9864,36.66,0                              ,
86,2021-01-04,MA103C2000,460.5,0.0,0.0,0.0,0.0,468.0,7.5,7.5,0         ,6         ,0         ,0.0,0.9829,35.96,0                              ,
87,2021-01-04,MA103C2025,436.0,0.0,0.0,0.0,0.0,443.5,7.5,7.5,0         ,28        ,0         ,0.0,0.9785,35.26,0                              ,
88,2021-01-04,MA103C2050,411.5,0.0,0.0,0.0,0.0,419.0,7.5,7.5,0         ,52        ,0         ,0.0,0.9732,34.57,0                              ,
89,2021-01-04,MA103C2075,387.0,0.0,0.0,0.0,0.0,394.5,7.5,7.5,0         ,34        ,0         ,0.0,0.9672,33.88,0                              ,
90,2021-01-04,MA103C2100,363.0,0.0,0.0,0.0,0.0,370.5,7.5,7.5,0         ,53        ,0         ,0.0,0.9592,33.21,0                              ,
91,2021-01-04,MA103C2125,339.0,0.0,0.0,0.0,0.0,346.5,7.5,7.5,0         ,73        ,0         ,0.0,0.9508,32.55,0                              ,
92,2021-01-04,MA103C2150,315.0,0.0,0.0,0.0,0.0,322.5,7.5,7.5,0         ,105       ,0         ,0.0,0.939,31.91,0                              ,
93,2021-01-04,MA103C2175,291.0,0.0,0.0,0.0,0.0,299.0,8.0,8.0,0         ,132       ,0         ,0.0,0.9268,31.28,0                              ,
94,2021-01-04,MA103C2200,268.0,0.0,0.0,0.0,0.0,276.0,8.0,8.0,0         ,95        ,0         ,0.0,0.9101,30.68,0                              ,
95,2021-01-04,MA103C2225,245.0,0.0,0.0,0.0,0.0,253.0,8.0,8.0,0         ,159       ,0         ,0.0,0.8924,30.11,0                              ,
96,2021-01-04,MA103C2250,222.5,0.0,0.0,0.0,0.0,230.5,8.0,8.0,1         ,110       ,-1        ,0.23,0.8693,29.58,0                              ,
97,2021-01-04,MA103C2275,200.5,0.0,0.0,0.0,0.0,209.0,8.5,8.5,0         ,95        ,0         ,0.0,0.8439,29.08,0                              ,
98,2021-01-04,MA103C2300,179.0,0.0,0.0,0.0,0.0,188.0,9.0,9.0,0         ,119       ,0         ,0.0,0.8134,28.64,0                              ,
99,2021-01-04,MA103C2325,159.0,0.0,0.0,0.0,0.0,168.0,9.0,9.0,0         ,127       ,0         ,0.0,0.7787,28.25,0                              ,
100,2021-01-04,MA103C2350,139.5,133.5,165.0,133.5,162.0,148.5,22.5,9.0,58        ,193       ,8         ,8.36,0.7404,27.93,0                              ,
101,2021-01-04,MA103C2375,122.0,125.0,155.0,121.0,153.0,131.0,31.0,9.0,48        ,122       ,12        ,6.39,0.6964,27.69,0                              ,
102,2021-01-04,MA103C2400,106.0,103.5,138.5,96.5,138.0,114.5,32.0,8.5,117       ,978       ,0         ,13.03,0.6498,27.52,0                              ,
103,2021-01-04,MA103C2425,91.0,94.0,118.5,86.5,116.0,99.5,25.0,8.5,25        ,355       ,4         ,2.37,0.6004,27.45,0                              ,
104,2021-01-04,MA103C2450,78.5,79.5,106.0,71.0,105.5,86.0,27.0,7.5,117       ,912       ,0         ,9.79,0.5493,27.46,0                              ,
105,2021-01-04,MA103C2475,67.5,76.0,92.0,60.5,88.0,74.0,20.5,6.5,150       ,"1,066     ",12        ,11.37,0.4982,27.56,0                              ,
106,2021-01-04,MA103C2500,58.0,70.0,80.0,51.5,75.0,63.5,17.0,5.5,733       ,"2,211     ",7         ,43.27,0.4481,27.76,0                              ,
107,2021-01-04,MA103C2550,44.0,52.0,62.0,38.0,56.5,46.5,12.5,2.5,989       ,"2,106     ",62        ,44.07,0.3556,28.38,0                              ,
108,2021-01-04,MA103C2600,34.5,34.0,79.5,27.5,42.5,34.0,8.0,-0.5,374       ,682       ,-71       ,14.0,0.2783,29.25,0                              ,
109,2021-01-04,MA103C2650,27.5,27.5,35.0,21.0,32.0,25.5,4.5,-2.0,811       ,961       ,-84       ,22.85,0.2164,30.3,0                              ,
110,2021-01-04,MA103C2700,22.5,23.5,27.5,16.0,25.0,19.0,2.5,-3.5,"1,141     ","1,390     ",-332      ,23.29,0.168,31.47,0                              ,
111,2021-01-04,MA103C2750,19.0,16.0,21.0,13.0,21.0,15.0,2.0,-4.0,336       ,434       ,63        ,5.55,0.1322,32.69,0                              ,
112,2021-01-04,MA103C2800,16.0,10.5,17.5,10.5,17.0,11.5,1.0,-4.5,227       ,"1,175     ",-28       ,3.07,0.1047,33.93,0                              ,
113,2021-01-04,MA103C2850,14.0,11.5,14.0,8.5,13.0,9.0,-1.0,-5.0,402       ,519       ,-54       ,4.5,0.0827,35.18,0                              ,
114,2021-01-04,MA103C2900,12.0,9.0,11.5,7.5,10.5,7.5,-1.5,-4.5,448       ,872       ,-42       ,4.25,0.0665,36.4,0                              ,
115,2021-01-04,MA103C2950,10.5,7.0,8.5,6.0,8.5,6.0,-2.0,-4.5,144       ,645       ,71        ,1.06,0.0537,37.6,0                              ,
116,2021-01-04,MA103P1650,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0         ,30        ,0         ,0.0,-0.0008,46.06,0                              ,
117,2021-01-04,MA103P1675,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0         ,53        ,0         ,0.0,-0.0011,45.32,0                              ,
118,2021-01-04,MA103P1700,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0         ,40        ,0         ,0.0,-0.0014,44.59,0                              ,
119,2021-01-04,MA103P1725,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0         ,61        ,0         ,0.0,-0.0017,43.86,0                              ,
120,2021-01-04,MA103P1750,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0         ,59        ,0         ,0.0,-0.0021,43.14,0                              ,
121,2021-01-04,MA103P1775,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0         ,59        ,0         ,0.0,-0.0027,42.41,0                              ,
122,2021-01-04,MA103P1800,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0         ,78        ,0         ,0.0,-0.0033,41.68,0                              ,
123,2021-01-04,MA103P1825,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0         ,34        ,0         ,0.0,-0.0041,40.96,0                              ,
124,2021-01-04,MA103P1850,1.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,0         ,36        ,0         ,0.0,-0.0052,40.24,0                              ,
125,2021-01-04,MA103P1875,1.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,0         ,75        ,0         ,0.0,-0.0063,39.52,0                              ,
126,2021-01-04,MA103P1900,1.0,1.0,1.0,1.0,1.0,0.5,0.0,-0.5,10        ,171       ,-10       ,0.01,-0.0079,38.8,0                              ,
127,2021-01-04,MA103P1925,1.5,0.0,0.0,0.0,0.0,1.0,-0.5,-0.5,0         ,78        ,0         ,0.0,-0.0097,38.08,0                              ,
128,2021-01-04,MA103P1950,1.5,0.0,0.0,0.0,0.0,1.0,-0.5,-0.5,0         ,127       ,0         ,0.0,-0.0117,37.37,0                              ,
129,2021-01-04,MA103P1975,2.0,0.0,0.0,0.0,0.0,1.5,-0.5,-0.5,0         ,97        ,0         ,0.0,-0.0148,36.66,0                              ,
130,2021-01-04,MA103P2000,2.5,1.5,1.5,1.5,1.5,1.5,-1.0,-1.0,3         ,253       ,3         ,0.0,-0.0179,35.96,0                              ,
131,2021-01-04,MA103P2025,2.5,0.0,0.0,0.0,0.0,2.0,-0.5,-0.5,0         ,193       ,0         ,0.0,-0.0221,35.26,0                              ,
132,2021-01-04,MA103P2050,3.0,0.0,0.0,0.0,0.0,2.5,-0.5,-0.5,0         ,181       ,0         ,0.0,-0.0272,34.57,0                              ,
133,2021-01-04,MA103P2075,4.0,0.0,0.0,0.0,0.0,3.0,-1.0,-1.0,0         ,168       ,0         ,0.0,-0.0329,33.88,0                              ,
134,2021-01-04,MA103P2100,4.5,0.0,0.0,0.0,0.0,4.0,-0.5,-0.5,0         ,675       ,0         ,0.0,-0.0406,33.21,0                              ,
135,2021-01-04,MA103P2125,5.5,0.0,0.0,0.0,0.0,5.0,-0.5,-0.5,0         ,90        ,0         ,0.0,-0.0488,32.55,0                              ,
136,2021-01-04,MA103P2150,6.5,0.0,0.0,0.0,0.0,6.0,-0.5,-0.5,0         ,188       ,0         ,0.0,-0.0603,31.91,0                              ,
137,2021-01-04,MA103P2175,8.0,7.0,9.5,6.5,6.5,7.5,-1.5,-0.5,147       ,193       ,-25       ,1.15,-0.0724,31.28,0                              ,
138,2021-01-04,MA103P2200,9.5,8.5,11.5,6.5,7.5,9.5,-2.0,0.0,458       ,414       ,-23       ,4.23,-0.0888,30.68,0                              ,
139,2021-01-04,MA103P2225,11.5,10.0,13.5,8.5,9.5,11.5,-2.0,0.0,227       ,273       ,-24       ,2.66,-0.1063,30.11,0                              ,
140,2021-01-04,MA103P2250,14.0,15.5,17.5,11.0,11.5,14.0,-2.5,0.0,294       ,354       ,12        ,3.95,-0.1292,29.58,0                              ,
141,2021-01-04,MA103P2275,17.0,18.0,21.5,13.0,14.5,17.5,-2.5,0.5,142       ,290       ,-6        ,2.29,-0.1544,29.08,0                              ,
142,2021-01-04,MA103P2300,20.5,23.5,26.0,15.5,15.5,21.5,-5.0,1.0,322       ,332       ,75        ,6.88,-0.1848,28.64,0                              ,
143,2021-01-04,MA103P2325,25.5,29.0,32.0,20.0,21.0,26.5,-4.5,1.0,120       ,220       ,-3        ,3.17,-0.2193,28.25,0                              ,
144,2021-01-04,MA103P2350,31.0,32.5,40.0,24.5,26.0,32.0,-5.0,1.0,274       ,206       ,-34       ,8.72,-0.2575,27.93,0                              ,
145,2021-01-04,MA103P2375,38.5,35.5,48.0,30.5,30.5,39.5,-8.0,1.0,170       ,268       ,4         ,6.66,-0.3013,27.69,0                              ,
146,2021-01-04,MA103P2400,47.0,46.5,57.5,37.0,41.0,47.5,-6.0,0.5,527       ,598       ,-25       ,24.31,-0.3478,27.52,0                              ,
147,2021-01-04,MA103P2425,57.0,64.0,67.5,45.0,49.5,57.5,-7.5,0.5,136       ,345       ,-35       ,7.06,-0.3972,27.45,0                              ,
148,2021-01-04,MA103P2450,69.5,64.5,82.5,55.5,55.5,69.0,-14.0,-0.5,81        ,539       ,-2        ,5.48,-0.4483,27.46,0                              ,
149,2021-01-04,MA103P2475,83.5,88.5,96.0,67.0,67.0,82.0,-16.5,-1.5,83        ,629       ,7         ,6.91,-0.4993,27.56,0                              ,
150,2021-01-04,MA103P2500,99.0,105.0,113.0,80.0,80.0,96.0,-19.0,-3.0,109       ,894       ,17        ,10.88,-0.5495,27.76,0                              ,
151,2021-01-04,MA103P2550,135.0,126.5,148.0,109.0,109.0,129.0,-26.0,-6.0,96        ,"1,471     ",17        ,12.72,-0.6421,28.38,0                              ,
152,2021-01-04,MA103P2600,175.0,164.5,183.0,144.0,145.5,167.0,-29.5,-8.0,70        ,882       ,-1        ,11.88,-0.7196,29.25,0                              ,
153,2021-01-04,MA103P2650,218.0,0.0,0.0,0.0,0.0,208.0,-10.0,-10.0,0         ,923       ,0         ,0.0,-0.7817,30.3,0                              ,
154,2021-01-04,MA103P2700,263.0,0.0,0.0,0.0,0.0,251.5,-11.5,-11.5,0         ,185       ,0         ,0.0,-0.8305,31.47,0                              ,
155,2021-01-04,MA103P2750,309.5,0.0,0.0,0.0,0.0,297.0,-12.5,-12.5,4         ,88        ,-4        ,1.19,-0.8665,32.69,0                              ,
156,2021-01-04,MA103P2800,356.0,0.0,0.0,0.0,0.0,344.0,-12.0,-12.0,0         ,170       ,0         ,0.0,-0.8943,33.93,0                              ,
157,2021-01-04,MA103P2850,404.0,0.0,0.0,0.0,0.0,391.5,-12.5,-12.5,0         ,30        ,0         ,0.0,-0.9166,35.18,0                              ,
158,2021-01-04,MA103P2900,452.0,0.0,0.0,0.0,0.0,439.5,-12.5,-12.5,0         ,0         ,0         ,0.0,-0.9332,36.4,0                              ,
159,2021-01-04,MA103P2950,500.5,0.0,0.0,0.0,0.0,488.0,-12.5,-12.5,0         ,0         ,0         ,0.0,-0.9463,37.6,0                              ,
160,2021-01-04,MA104C1750,671.0,0.0,0.0,0.0,0.0,684.0,13.0,13.0,0         ,0         ,0         ,0.0,0.9944,36.79,0                              ,
161,2021-01-04,MA104C1775,646.5,0.0,0.0,0.0,0.0,659.5,13.0,13.0,0         ,0         ,0         ,0.0,0.9922,36.23,0                              ,
162,2021-01-04,MA104C1800,621.5,0.0,0.0,0.0,0.0,634.5,13.0,13.0,0         ,0         ,0         ,0.0,0.9893,35.67,0                              ,
163,2021-01-04,MA104C1825,596.5,0.0,0.0,0.0,0.0,610.0,13.5,13.5,0         ,0         ,0         ,0.0,0.9863,35.12,0                              ,
164,2021-01-04,MA104C1850,572.0,0.0,0.0,0.0,0.0,585.0,13.0,13.0,0         ,0         ,0         ,0.0,0.9832,34.57,0                              ,
165,2021-01-04,MA104C1875,547.5,0.0,0.0,0.0,0.0,560.5,13.0,13.0,0         ,0         ,0         ,0.0,0.9789,34.03,0                              ,
166,2021-01-04,MA104C1900,523.0,0.0,0.0,0.0,0.0,536.0,13.0,13.0,0         ,0         ,0         ,0.0,0.9745,33.49,0                              ,
167,2021-01-04,MA104C1925,498.5,0.0,0.0,0.0,0.0,511.5,13.0,13.0,0         ,0         ,0         ,0.0,0.9697,32.96,0                              ,
168,2021-01-04,MA104C1950,474.0,0.0,0.0,0.0,0.0,487.5,13.5,13.5,0         ,15        ,0         ,0.0,0.9632,32.44,0                              ,
