,合约系列,成交量,持仓量,持仓量变化,成交额,行权量,隐含波动率,date
104,sc2109                        ,12308,0,-12617,3692.27,1348,0.247942,2021-08-13
105,sc2110                        ,4917,9517,793,2850.39,0,0.328061,2021-08-13
106,sc2111                        ,346,1807,86,478.78,0,0.292304,2021-08-13
107,小计,17571,11324,-11738,7021.44,1348,,2021-08-13
108,sc2110                        ,5359,9754,237,2588.885,0,0.348736,2021-08-16
109,sc2111                        ,487,1898,91,322.975,1,0.292646,2021-08-16
110,小计,5846,11652,328,2911.86,1,,2021-08-16
111,sc2110                        ,7621,10243,489,4043.76,0,0.338635,2021-08-17
112,sc2111                        ,1871,2393,495,1612.99,0,0.293436,2021-08-17
113,小计,9492,12636,984,5656.75,0,,2021-08-17
114,sc2110                        ,7166,10352,109,3548.68,0,0.335786,2021-08-18
115,sc2111                        ,1158,2553,160,864.94,0,0.289927,2021-08-18
116,小计,8324,12905,269,4413.62,0,,2021-08-18
117,sc2110                        ,10852,10996,644,6140.905,0,0.345891,2021-08-19
118,sc2111                        ,2902,2786,233,2591.495,0,0.300491,2021-08-19
119,小计,13754,13782,877,8732.4,0,,2021-08-19
120,sc2110                        ,9243,10817,-179,5790.045,0,0.368542,2021-08-20
121,sc2111                        ,2137,2928,142,1779.065,0,0.314255,2021-08-20
122,小计,11380,13745,-37,7569.11,0,,2021-08-20
123,sc2110                        ,10379,11502,685,4786.43,0,0.380562,2021-08-23
124,sc2111                        ,2140,3399,471,1945.535,0,0.309291,2021-08-23
125,小计,12519,14901,1156,6731.965,0,,2021-08-23
126,sc2110                        ,11869,12092,590,5175.475,0,0.340886,2021-08-24
127,sc2111                        ,2369,3905,506,1764.045,0,0.2971,2021-08-24
128,小计,14238,15997,1096,6939.52,0,,2021-08-24
129,sc2110                        ,9463,12319,227,3983.6,0,0.341405,2021-08-25
130,sc2111                        ,2306,4270,365,1440.37,0,0.297536,2021-08-25
131,sc2112                        ,97,76,76,191.88,0,0.318351,2021-08-25
132,小计,11866,16665,668,5615.85,0,,2021-08-25
133,sc2110                        ,8346,12983,664,3821.005,0,0.33343,2021-08-26
134,sc2111                        ,1873,4686,416,1213.045,0,0.296031,2021-08-26
135,sc2112                        ,35,95,19,44.765,0,0.302214,2021-08-26
136,小计,10254,17764,1099,5078.815,0,,2021-08-26
137,sc2110                        ,11291,13663,680,4028.1,0,0.344766,2021-08-27
138,sc2111                        ,2773,5094,408,2362.76,0,0.282053,2021-08-27
139,sc2112                        ,34,121,26,45.685,0,0.291933,2021-08-27
140,小计,14098,18878,1114,6436.545,0,,2021-08-27
141,sc2110                        ,8482,14020,357,3229.185,1,0.409327,2021-08-30
142,sc2111                        ,1693,5309,215,1514.56,0,0.29065,2021-08-30
143,sc2112                        ,39,140,19,27.685,0,0.311491,2021-08-30
144,小计,10214,19469,591,4771.43,1,,2021-08-30
145,sc2110                        ,8618,12807,-1213,2339.15,0,0.403159,2021-08-31
146,sc2111                        ,1738,5526,217,1136.29,0,0.293064,2021-08-31
147,sc2112                        ,31,146,6,21.925,0,0.302145,2021-08-31
148,小计,10387,18479,-990,3497.365,0,,2021-08-31
149,sc2110                        ,10285,12846,39,2717.815,1,0.354832,2021-09-01
150,sc2111                        ,2538,6059,533,2102.02,0,0.287984,2021-09-01
151,sc2112                        ,122,211,65,172.085,0,0.296238,2021-09-01
152,小计,12945,19116,637,4991.92,1,,2021-09-01
153,sc2110                        ,10663,12610,-236,4434.535,99,0.325343,2021-09-02
154,sc2111                        ,4383,6320,261,3496.895,0,0.292512,2021-09-02
155,sc2112                        ,745,586,375,725.265,0,0.311333,2021-09-02
156,小计,15791,19516,400,8656.695,99,,2021-09-02
157,sc2110                        ,11641,0,-12610,4041.72,1279,0.297328,2021-09-03
158,sc2111                        ,5332,7213,893,3910.09,1,0.284788,2021-09-03
159,sc2112                        ,921,1009,423,755.525,0,0.315898,2021-09-03
160,小计,17894,8222,-11294,8707.335,1280,,2021-09-03
161,sc2111                        ,3965,7708,495,2594.085,0,0.286554,2021-09-06
162,sc2112                        ,522,1194,185,533.245,0,0.299331,2021-09-06
163,小计,4487,8902,680,3127.33,0,,2021-09-06
164,sc2111                        ,3429,8175,467,2143.685,0,0.289683,2021-09-07
165,sc2112                        ,571,1209,15,488.535,0,0.302071,2021-09-07
166,小计,4000,9384,482,2632.22,0,,2021-09-07
167,sc2111                        ,4824,8400,225,3030.38,0,0.287691,2021-09-08
168,sc2112                        ,666,1262,53,592.91,0,0.296509,2021-09-08
169,小计,5490,9662,278,3623.29,0,,2021-09-08
170,sc2111                        ,5489,8967,567,3334.69,0,0.286,2021-09-09
171,sc2112                        ,750,1526,264,606.05,0,0.294099,2021-09-09
172,小计,6239,10493,831,3940.74,0,,2021-09-09
173,sc2111                        ,9672,9139,172,6483.1,0,0.279372,2021-09-10
174,sc2112                        ,1268,1706,180,1096.91,0,0.290322,2021-09-10
175,小计,10940,10845,352,7580.01,0,,2021-09-10
176,sc2111                        ,8520,9428,289,6343.225,0,0.278062,2021-09-13
177,sc2112                        ,1648,1765,59,1698.24,0,0.293146,2021-09-13
178,小计,10168,11193,348,8041.465,0,,2021-09-13
179,sc2111                        ,7680,9832,404,4906.63,2,0.287617,2021-09-14
180,sc2112                        ,1028,1931,166,973.74,0,0.293267,2021-09-14
181,小计,8708,11763,570,5880.37,2,,2021-09-14
182,sc2111                        ,5933,9550,-282,4529.025,0,0.290688,2021-09-15
183,sc2112                        ,822,2030,99,833.395,0,0.288915,2021-09-15
184,小计,6755,11580,-183,5362.42,0,,2021-09-15
185,sc2111                        ,12633,8496,-1054,10719.91,0,0.314367,2021-09-16
186,sc2112                        ,3608,2426,396,3960.71,0,0.299967,2021-09-16
187,小计,16241,10922,-658,14680.62,0,,2021-09-16
188,sc2111                        ,5944,8874,378,4052.6,0,0.315929,2021-09-17
189,sc2112                        ,868,2518,92,770.975,0,0.303823,2021-09-17
190,小计,6812,11392,470,4823.575,0,,2021-09-17
191,sc2111                        ,4067,8674,-200,1749.735,0,0.329585,2021-09-22
192,sc2112                        ,347,2581,63,281.04,0,0.304943,2021-09-22
193,小计,4414,11255,-137,2030.775,0,,2021-09-22
194,sc2111                        ,7224,9105,431,4412.19,0,0.317265,2021-09-23
195,sc2112                        ,1607,2968,387,1276.57,0,0.307255,2021-09-23
196,小计,8831,12073,818,5688.76,0,,2021-09-23
197,sc2111                        ,8160,9081,-24,4852.8,0,0.316232,2021-09-24
198,sc2112                        ,2220,3242,274,1813.32,0,0.307863,2021-09-24
199,小计,10380,12323,250,6666.12,0,,2021-09-24
200,sc2111                        ,9577,9361,280,5858.46,0,0.351092,2021-09-27
201,sc2112                        ,2541,3627,385,2487.71,0,0.318371,2021-09-27
202,小计,12118,12988,665,8346.17,0,,2021-09-27
203,sc2111                        ,9430,9428,67,6575.225,23,0.367278,2021-09-28
204,sc2112                        ,2260,4118,491,2468.79,0,0.335927,2021-09-28
205,小计,11690,13546,558,9044.015,23,,2021-09-28
206,sc2111                        ,11508,9529,101,6683.18,0,0.386454,2021-09-29
207,sc2112                        ,2793,4101,-17,3460.32,0,0.351322,2021-09-29
208,小计,14301,13630,84,10143.5,0,,2021-09-29
209,sc2111                        ,9015,10695,1166,5946.905,0,0.375798,2021-09-30
210,sc2112                        ,3177,4981,880,4166.34,0,0.345497,2021-09-30
211,小计,12192,15676,2046,10113.245,0,,2021-09-30
212,sc2111                        ,6745,9656,-1039,4134.395,379,0.408224,2021-10-08
213,sc2112                        ,2837,5332,351,3136.33,0,0.384157,2021-10-08
214,小计,9582,14988,-688,7270.725,379,,2021-10-08
215,sc2111                        ,6044,9479,-177,3604.48,224,0.450854,2021-10-11
216,sc2112                        ,4532,6711,1379,4942.99,0,0.404759,2021-10-11
217,小计,10576,16190,1202,8547.47,224,,2021-10-11
218,sc2111                        ,3839,9314,-165,1864.41,19,0.372945,2021-10-12
219,sc2112                        ,2465,7179,468,2637.34,0,0.417657,2021-10-12
220,小计,6304,16493,303,4501.75,19,,2021-10-12
221,sc2111                        ,7312,0,-9314,3815.68,2377,0.339247,2021-10-13
222,sc2112                        ,3716,7589,410,3642.945,0,0.401512,2021-10-13
223,小计,11028,7589,-8904,7458.625,2377,,2021-10-13
224,sc2112                        ,5483,8674,1085,5911.6,0,0.385668,2021-10-14
225,sc2201                        ,625,435,435,1108.135,0,0.328368,2021-10-14
226,小计,6108,9109,1520,7019.735,0,,2021-10-14
227,sc2112                        ,5617,9199,525,4430.745,0,0.370998,2021-10-15
228,sc2201                        ,965,905,470,1502.61,0,0.331538,2021-10-15
229,小计,6582,10104,995,5933.355,0,,2021-10-15
230,sc2112                        ,5285,10044,845,4715.26,1,0.409132,2021-10-18
231,sc2201                        ,827,1169,264,1413.855,0,0.356255,2021-10-18
232,小计,6112,11213,1109,6129.115,1,,2021-10-18
233,sc2112                        ,5559,10195,151,4406.38,1,0.38553,2021-10-19
234,sc2201                        ,805,1454,285,1113.115,0,0.345524,2021-10-19
235,小计,6364,11649,436,5519.495,1,,2021-10-19
236,sc2112                        ,6215,10233,38,4984.04,0,0.385114,2021-10-20
237,sc2201                        ,1446,1737,283,2561.265,0,0.336226,2021-10-20
238,小计,7661,11970,321,7545.305,0,,2021-10-20
239,sc2112                        ,5731,10452,219,4311.01,0,0.386518,2021-10-21
240,sc2201                        ,1376,2026,289,2007.32,0,0.34629,2021-10-21
241,小计,7107,12478,508,6318.33,0,,2021-10-21
242,sc2112                        ,9534,10453,1,6302.915,0,0.378216,2021-10-22
243,sc2201                        ,2820,2294,268,3615.58,0,0.332528,2021-10-22
244,小计,12354,12747,269,9918.495,0,,2021-10-22
245,sc2112                        ,6785,11032,579,4664.105,0,0.413305,2021-10-25
246,sc2201                        ,803,2437,143,803.585,0,0.349572,2021-10-25
247,小计,7588,13469,722,5467.69,0,,2021-10-25
248,sc2112                        ,5108,11501,469,3049.71,1,0.430828,2021-10-26
249,sc2201                        ,1127,2607,170,1453.195,0,0.339303,2021-10-26
250,小计,6235,14108,639,4502.905,1,,2021-10-26
251,sc2112                        ,5234,12086,585,3166.315,0,0.394761,2021-10-27
252,sc2201                        ,1299,2698,91,1501.145,0,0.331336,2021-10-27
253,小计,6533,14784,676,4667.46,0,,2021-10-27
254,sc2112                        ,18821,12508,422,11018.265,0,0.444378,2021-10-28
255,sc2201                        ,3389,2991,293,3890.31,0,0.341965,2021-10-28
256,小计,22210,15499,715,14908.575,0,,2021-10-28
257,sc2112                        ,14096,12212,-296,5610.42,0,0.490848,2021-10-29
258,sc2201                        ,1678,3200,209,2355.42,0,0.369469,2021-10-29
259,小计,15774,15412,-87,7965.84,0,,2021-10-29
260,sc2112                        ,7166,12855,643,3874.455,0,0.482419,2021-11-01
261,sc2201                        ,825,3291,91,952.27,0,0.385065,2021-11-01
262,小计,7991,16146,734,4826.725,0,,2021-11-01
263,sc2112                        ,12916,12502,-353,4124.965,0,0.493247,2021-11-02
264,sc2201                        ,1767,3741,450,1789.65,0,0.401735,2021-11-02
265,小计,14683,16243,97,5914.615,0,,2021-11-02
266,sc2112                        ,7737,12879,377,3260.865,0,0.456753,2021-11-03
267,sc2201                        ,1934,3679,-62,2086.73,0,0.399525,2021-11-03
268,小计,9671,16558,315,5347.595,0,,2021-11-03
269,sc2112                        ,11059,13420,541,5847.1,0,0.453005,2021-11-04
270,sc2201                        ,1789,3788,109,2021.95,0,0.375501,2021-11-04
271,小计,12848,17208,650,7869.05,0,,2021-11-04
272,sc2112                        ,16060,13733,313,8044.615,0,0.453615,2021-11-05
273,sc2201                        ,3251,3837,49,4071.945,0,0.380486,2021-11-05
274,小计,19311,17570,362,12116.56,0,,2021-11-05
275,sc2112                        ,15822,14144,411,5446.82,0,0.532122,2021-11-08
276,sc2201                        ,2732,4200,363,3042.55,0,0.400788,2021-11-08
277,sc2202                        ,330,158,158,454.065,0,0.366296,2021-11-08
278,小计,18884,18502,932,8943.435,0,,2021-11-08
279,sc2112                        ,8042,14072,-72,2473.245,42,0.4924,2021-11-09
280,sc2201                        ,5010,5072,872,4267.42,0,0.446077,2021-11-09
281,sc2202                        ,530,369,211,772.17,0,0.365697,2021-11-09
282,小计,13582,19513,1011,7512.835,42,,2021-11-09
283,sc2112                        ,12749,14304,232,3631.485,25,0.464862,2021-11-10
284,sc2201                        ,3510,6002,930,3303.87,0,0.416136,2021-11-10
285,sc2202                        ,327,498,129,418.725,0,0.376323,2021-11-10
286,小计,16586,20804,1291,7354.08,25,,2021-11-10
287,sc2112                        ,12863,14218,-86,7207.285,1,0.376078,2021-11-11
288,sc2201                        ,5414,6985,983,5539.07,0,0.400774,2021-11-11
289,sc2202                        ,710,603,105,1073.84,0,0.377253,2021-11-11
290,小计,18987,21806,1002,13820.195,1,,2021-11-11
291,sc2112                        ,9050,0,-14218,4150.45,1694,0.310438,2021-11-12
292,sc2201                        ,3262,7573,588,3974.055,0,0.388034,2021-11-12
293,sc2202                        ,270,654,51,496.005,0,0.363357,2021-11-12
294,小计,12582,8227,-13579,8620.51,1694,,2021-11-12
295,sc2201                        ,4014,7986,413,3677.835,0,0.389633,2021-11-15
296,sc2202                        ,358,730,76,495.13,0,0.358056,2021-11-15
297,小计,4372,8716,489,4172.965,0,,2021-11-15
298,sc2201                        ,5669,8222,236,4484.545,0,0.379783,2021-11-16
299,sc2202                        ,658,864,134,794.685,0,0.353946,2021-11-16
300,小计,6327,9086,370,5279.23,0,,2021-11-16
301,sc2201                        ,4582,8306,84,3722.55,0,0.370841,2021-11-17
302,sc2202                        ,839,1010,146,1130.665,0,0.360865,2021-11-17
303,小计,5421,9316,230,4853.215,0,,2021-11-17
304,sc2201                        ,8413,7365,-941,7863.43,0,0.364872,2021-11-18
305,sc2202                        ,1178,1166,156,1400.075,0,0.340918,2021-11-18
306,小计,9591,8531,-785,9263.505,0,,2021-11-18
307,sc2201                        ,6375,7865,500,4604.285,1,0.34662,2021-11-19
308,sc2202                        ,670,1253,87,665.525,0,0.337858,2021-11-19
309,小计,7045,9118,587,5269.81,1,,2021-11-19
310,sc2201                        ,10664,7343,-522,8447.07,3,0.384997,2021-11-22
311,sc2202                        ,1742,1613,360,2065.805,0,0.359299,2021-11-22
312,小计,12406,8956,-162,10512.875,3,,2021-11-22
313,sc2201                        ,7091,7761,418,4993.075,0,0.378461,2021-11-23
314,sc2202                        ,1846,1796,183,1760.91,0,0.354575,2021-11-23
315,小计,8937,9557,601,6753.985,0,,2021-11-23
316,sc2201                        ,9427,8723,962,5720.095,0,0.380506,2021-11-24
317,sc2202                        ,2017,2308,512,2168.32,0,0.351377,2021-11-24
318,小计,11444,11031,1474,7888.415,0,,2021-11-24
319,sc2201                        ,7982,9608,885,6125.74,0,0.365339,2021-11-25
320,sc2202                        ,1538,2525,217,1975.42,0,0.357326,2021-11-25
321,小计,9520,12133,1102,8101.16,0,,2021-11-25
322,sc2201                        ,9566,9290,-318,7601.25,0,0.36934,2021-11-26
323,sc2202                        ,2891,2806,281,3774.89,0,0.349251,2021-11-26
324,小计,12457,12096,-37,11376.14,0,,2021-11-26
325,sc2201                        ,28374,10347,1057,24061.665,325,0.453833,2021-11-29
326,sc2202                        ,5871,3549,743,7932.71,0,0.407362,2021-11-29
327,小计,34245,13896,1800,31994.375,325,,2021-11-29
328,sc2201                        ,21737,11190,843,12681.925,23,0.518159,2021-11-30
329,sc2202                        ,6805,4801,1252,8716.065,0,0.420731,2021-11-30
330,小计,28542,15991,2095,21397.99,23,,2021-11-30
331,sc2201                        ,18992,11517,327,12135.435,20,0.564787,2021-12-01
332,sc2202                        ,8576,6339,1538,10327.55,1,0.447355,2021-12-01
333,小计,27568,17856,1865,22462.985,21,,2021-12-01
334,sc2201                        ,15947,12292,775,9202.775,124,0.537155,2021-12-02
335,sc2202                        ,4736,6964,625,5264.905,0,0.450192,2021-12-02
336,小计,20683,19256,1400,14467.68,124,,2021-12-02
337,sc2201                        ,22371,12724,432,11614.31,99,0.486652,2021-12-03
338,sc2202                        ,5590,7504,540,6014.34,0,0.447924,2021-12-03
339,小计,27961,20228,972,17628.65,99,,2021-12-03
340,sc2201                        ,15014,12671,-53,5022.405,12,0.504816,2021-12-06
341,sc2202                        ,7066,8564,1060,7981.77,0,0.419323,2021-12-06
342,小计,22080,21235,1007,13004.175,12,,2021-12-06
343,sc2201                        ,11278,0,-12671,4559.775,1842,0.391306,2021-12-07
344,sc2202                        ,6358,9113,549,5713.055,0,0.394194,2021-12-07
345,小计,17636,9113,-12122,10272.83,1842,,2021-12-07
346,sc2202                        ,9040,9625,512,7246.21,0,0.384007,2021-12-08
347,sc2203                        ,836,548,548,1263.92,0,0.373213,2021-12-08
348,小计,9876,10173,1060,8510.13,0,,2021-12-08
349,sc2202                        ,9172,10925,1300,6681.7,1,0.363476,2021-12-09
350,sc2203                        ,981,962,414,1378.845,0,0.363374,2021-12-09
351,小计,10153,11887,1714,8060.545,1,,2021-12-09
352,sc2202                        ,10018,11354,429,7532.83,0,0.353824,2021-12-10
353,sc2203                        ,1267,1226,264,1921.815,0,0.349565,2021-12-10
354,小计,11285,12580,693,9454.645,0,,2021-12-10
355,sc2202                        ,10602,11864,510,6783.47,0,0.377873,2021-12-13
356,sc2203                        ,736,1332,106,1138.42,0,0.366265,2021-12-13
357,小计,11338,13196,616,7921.89,0,,2021-12-13
358,sc2202                        ,12686,11846,-18,10058.745,0,0.37867,2021-12-14
359,sc2203                        ,717,1393,61,1154.775,0,0.36014,2021-12-14
360,小计,13403,13239,43,11213.52,0,,2021-12-14
361,sc2202                        ,10352,12501,655,7917.365,0,0.379433,2021-12-15
362,sc2203                        ,992,1678,285,1346.93,0,0.364278,2021-12-15
363,小计,11344,14179,940,9264.295,0,,2021-12-15
364,sc2202                        ,9354,12308,-193,5719.075,0,0.373729,2021-12-16
365,sc2203                        ,929,1755,77,1328.065,0,0.35075,2021-12-16
366,小计,10283,14063,-116,7047.14,0,,2021-12-16
367,sc2202                        ,7343,12242,-66,4666.225,0,0.360078,2021-12-17
368,sc2203                        ,664,1875,120,763.785,0,0.358065,2021-12-17
369,小计,8007,14117,54,5430.01,0,,2021-12-17
370,sc2202                        ,16125,13497,1255,9647.04,0,0.400684,2021-12-20
371,sc2203                        ,1318,2134,259,1729.68,0,0.36828,2021-12-20
372,小计,17443,15631,1514,11376.72,0,,2021-12-20
373,sc2202                        ,16782,13368,-129,10835.375,0,0.415989,2021-12-21
374,sc2203                        ,2033,2594,460,2751.225,0,0.377781,2021-12-21
375,小计,18815,15962,331,13586.6,0,,2021-12-21
376,sc2202                        ,13600,14075,707,8451.97,0,0.402106,2021-12-22
377,sc2203                        ,1833,2709,115,2340.665,0,0.368522,2021-12-22
378,小计,15433,16784,822,10792.635,0,,2021-12-22
379,sc2202                        ,15088,14776,701,8237.305,0,0.382691,2021-12-23
380,sc2203                        ,1130,2725,16,1645.4,0,0.363888,2021-12-23
381,小计,16218,17501,717,9882.705,0,,2021-12-23
382,sc2202                        ,9958,15378,602,4061.385,0,0.365747,2021-12-24
383,sc2203                        ,1330,2948,223,1875.175,0,0.354315,2021-12-24
384,小计,11288,18326,825,5936.56,0,,2021-12-24
385,sc2202                        ,9813,16335,957,3595.95,0,0.404349,2021-12-27
386,sc2203                        ,1000,3062,114,920.005,0,0.37747,2021-12-27
387,小计,10813,19397,1071,4515.955,0,,2021-12-27
388,sc2202                        ,22416,17125,790,8232.405,1,0.394594,2021-12-28
389,sc2203                        ,2416,3203,141,2721.96,0,0.358681,2021-12-28
390,小计,24832,20328,931,10954.365,1,,2021-12-28
391,sc2202                        ,15626,17083,-42,6181.565,2,0.362855,2021-12-29
392,sc2203                        ,1932,3716,513,2022.535,0,0.346872,2021-12-29
393,小计,17558,20799,471,8204.1,2,,2021-12-29
394,sc2202                        ,21328,16678,-405,8579.825,2,0.377314,2021-12-30
395,sc2203                        ,3190,4127,411,3339.63,0,0.347372,2021-12-30
396,小计,24518,20805,6,11919.455,2,,2021-12-30
397,sc2202                        ,18055,15774,-904,6035.785,0,0.360737,2021-12-31
398,sc2203                        ,2399,4432,305,2110.185,0,0.353228,2021-12-31
399,小计,20454,20206,-599,8145.97,0,,2021-12-31
400,sc2202                        ,8138,14985,-789,2876.935,50,0.384934,2022-01-04
401,sc2203                        ,1491,4687,255,1263.65,0,0.352945,2022-01-04
